Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR15969065_1 - illumina_universal_adapter	(1, 4.974139449004625e-05)	(2, 4.974139449004625e-05)	(3, 4.974139449004625e-05)	(4, 9.94827889800925e-05)	(5, 9.94827889800925e-05)	(6, 9.94827889800925e-05)	(7, 9.94827889800925e-05)	(8, 0.00012435348622511562)	(9, 0.00014922418347013876)	(10, 0.000198965577960185)	(12, 0.0002984483669402775)	(14, 0.0002984483669402775)	(16, 0.0002984483669402775)	(18, 0.0003233190641853006)	(20, 0.0004601078990329278)	(22, 0.0006715088256156244)	(24, 0.0007088148714831591)	(26, 0.0007461209173506937)	(28, 0.0008704744035758094)	(30, 0.0015419832291914339)	(32, 0.0017409488071516187)	(34, 0.001765819504396642)	(36, 0.0018528669447542227)	(38, 0.001964785082356827)	(40, 0.002002091128224362)	(42, 0.0021140092658269655)	(44, 0.0022134920548070583)	(46, 0.0023751515868997083)	(48, 0.0025243757703698475)	(50, 0.002586552513482405)	(52, 0.0026735999538399858)	(54, 0.0028850008804226822)	(56, 0.0031958845959854714)	(58, 0.0036932985408859344)	(60, 0.004377242715124069)	(62, 0.004949268751759602)	(64, 0.005558600834262668)	(66, 0.0061679329167657355)	(68, 0.007113019412076614)	(70, 0.007971058467029911)	(72, 0.009040498448565906)	(74, 0.010694399815359943)	(76, 0.011962805374856124)	(78, 0.013765930925120299)	(80, 0.01601672902579489)	(82, 0.018454057355807157)	(84, 0.021376364282097375)	(86, 0.02378882191486462)	(88, 0.026860353024624972)	(90, 0.030416862730663283)	(92, 0.03459513986782717)	(94, 0.039569279316831796)	(96, 0.04521492759145204)	(98, 0.051159024233012565)	(100, 0.058197431553354106)	(102, 0.06645450303870179)	(104, 0.07504732893685728)	(106, 0.08453549993583359)	(108, 0.09598845601716674)	(110, 0.10879686509835365)	(112, 0.12504986574797627)	(114, 0.14377750077347867)	(116, 0.15968231166167096)	(118, 0.17909389086141153)	(120, 0.20150238907917736)	(122, 0.22643526306731304)	(124, 0.2480976403677282)	(126, 0.2711030353193746)	(128, 0.29471776235352404)	(130, 0.3218392576992217)	(132, 0.3482519381734363)	(134, 0.37754961952807353)	(136, 0.40723279669000867)	(138, 0.4386071812646053)
SRR15969065_2 - illumina_universal_adapter	(1, 4.974139449004625e-05)	(2, 4.974139449004625e-05)	(3, 4.974139449004625e-05)	(4, 7.461209173506938e-05)	(5, 7.461209173506938e-05)	(6, 7.461209173506938e-05)	(7, 7.461209173506938e-05)	(8, 9.94827889800925e-05)	(9, 0.00012435348622511562)	(10, 0.00017409488071516187)	(12, 0.0002984483669402775)	(14, 0.0002984483669402775)	(16, 0.0002984483669402775)	(18, 0.0003233190641853006)	(20, 0.0004601078990329278)	(22, 0.0006715088256156244)	(24, 0.0007088148714831591)	(26, 0.0007461209173506937)	(28, 0.0008704744035758094)	(30, 0.0015792892750589684)	(32, 0.0018031255502641765)	(34, 0.0018279962475091997)	(36, 0.0019523497337343154)	(38, 0.0021264446144494773)	(40, 0.0022259274034295696)	(42, 0.0023502808896546856)	(44, 0.002499505073124824)	(46, 0.002661164605217474)	(48, 0.0028476948345551477)	(50, 0.003009354366647798)	(52, 0.003158578550117937)	(54, 0.003407285522568168)	(56, 0.0038425227243560726)	(58, 0.004451854806859139)	(60, 0.005247717118699879)	(62, 0.005894355247070481)	(64, 0.006565864072686105)	(66, 0.007262243595546752)	(68, 0.008356554274327771)	(70, 0.009264334723771115)	(72, 0.010433257494287201)	(74, 0.012199076998683844)	(76, 0.01351722395267007)	(78, 0.015419832291914338)	(80, 0.017633324346721393)	(82, 0.020344230346428918)	(84, 0.0233411493644542)	(86, 0.02587796048344656)	(88, 0.0290365390335645)	(90, 0.03275470827169545)	(92, 0.03703246819783943)	(94, 0.042118525784446664)	(96, 0.047689561967331845)	(98, 0.053820188838230046)	(100, 0.06113217382826684)	(102, 0.06951359879983963)	(104, 0.0781810367897302)	(106, 0.087656772440084)	(108, 0.0992713880535098)	(110, 0.11229119806127941)	(112, 0.12858150475676955)	(114, 0.14714748025017932)	(116, 0.1632761274135768)	(118, 0.18302346102612516)	(120, 0.2055438773814936)	(122, 0.23080007043381462)	(124, 0.25283550819290507)	(126, 0.27581603244730646)	(128, 0.2996670311052836)	(130, 0.32699992737756406)	(132, 0.3535493966866262)	(134, 0.3827227245550383)	(136, 0.41233128962523835)	(138, 0.44383002768606017)
SRR15969066_1 - illumina_universal_adapter	(1, 2.2386699793012575e-05)	(2, 4.477339958602515e-05)	(3, 4.477339958602515e-05)	(4, 0.00013432019875807543)	(5, 0.00015670689855108803)	(6, 0.00026864039751615086)	(7, 0.00031341379710217606)	(8, 0.00040296059627422634)	(9, 0.0005148940952392892)	(10, 0.0006827943436868834)	(12, 0.0008171145424449589)	(14, 0.0008842746418239966)	(16, 0.0009738214409960469)	(18, 0.001018594840582072)	(20, 0.0010857549399611098)	(22, 0.0011529150393401475)	(24, 0.0011864950890296663)	(26, 0.001208881788822679)	(28, 0.0012984285879947292)	(30, 0.001522295585924855)	(32, 0.0016566157846829303)	(34, 0.0016678091345794367)	(36, 0.001723775884061968)	(38, 0.0017461625838549807)	(40, 0.0018133226832340184)	(42, 0.0019252561821990813)	(44, 0.002025996331267638)	(46, 0.002126736480336194)	(48, 0.0022274766294047513)	(50, 0.0024401502774383703)	(52, 0.002641630575575484)	(54, 0.0028990776231951282)	(56, 0.003279651519676342)	(58, 0.0037273855155365936)	(60, 0.004477339958602515)	(62, 0.005070587503117348)	(64, 0.005854121995872788)	(66, 0.006469756240180634)	(68, 0.007230904033143061)	(70, 0.008182338774346095)	(72, 0.00931286711389323)	(74, 0.010745615900646035)	(76, 0.012704452132534636)	(78, 0.014652095014526731)	(80, 0.017103438641861604)	(82, 0.01953239556940347)	(84, 0.02233073304353004)	(86, 0.025643964612895906)	(88, 0.02905793633133032)	(90, 0.033703176538380425)	(92, 0.03874018399180826)	(94, 0.04534426043074696)	(96, 0.05197072356947869)	(98, 0.06019783574341081)	(100, 0.06957786295668308)	(102, 0.08060331260474177)	(104, 0.0924011033956594)	(106, 0.10579954322177743)	(108, 0.12117920597957707)	(110, 0.13907737246409063)	(112, 0.1600425168202469)	(114, 0.1844216328948376)	(116, 0.2092037095657025)	(118, 0.23613490941669663)	(120, 0.26792402312277447)	(122, 0.30290324154935666)	(124, 0.3375018860794575)	(126, 0.37291764515200343)	(128, 0.41394127252269897)	(130, 0.4577968174172107)	(132, 0.5058946419224981)	(134, 0.5613129172601008)	(136, 0.6200891975666553)	(138, 0.6830182106848137)
SRR15969066_2 - illumina_universal_adapter	(1, 2.2386699793012575e-05)	(2, 4.477339958602515e-05)	(3, 4.477339958602515e-05)	(4, 0.00013432019875807543)	(5, 0.00015670689855108803)	(6, 0.00026864039751615086)	(7, 0.00031341379710217606)	(8, 0.00040296059627422634)	(9, 0.0004925073954462766)	(10, 0.000660407643893871)	(12, 0.0007947278426519463)	(14, 0.0008618879420309841)	(16, 0.0009514347412030344)	(18, 0.0010074014906855657)	(20, 0.0010745615900646034)	(22, 0.0011529150393401475)	(24, 0.0011864950890296663)	(26, 0.0012200751387191852)	(28, 0.0013096219378912356)	(30, 0.0015446822857178677)	(32, 0.001712582534165462)	(34, 0.0017685492836479935)	(36, 0.0018916761325095625)	(38, 0.0019252561821990813)	(40, 0.002025996331267638)	(42, 0.0021715098799222196)	(44, 0.0022834433788872822)	(46, 0.0024065702277488517)	(48, 0.0025520837764034334)	(50, 0.0027871441242300656)	(52, 0.0029774310724706723)	(54, 0.0033020382194693548)	(56, 0.003704998815743581)	(58, 0.004186312861293352)	(60, 0.0049698473540487915)	(62, 0.005529514848874106)	(64, 0.006346629391319065)	(66, 0.00696226363562691)	(68, 0.007756991478278857)	(70, 0.008719619569378396)	(72, 0.009794181159443)	(74, 0.011316476745367857)	(76, 0.013398439826118026)	(78, 0.015334889358213612)	(80, 0.01784219973503102)	(82, 0.0202935433623659)	(84, 0.023159040935871508)	(86, 0.026573012654305925)	(88, 0.03002056442242986)	(90, 0.0347217713789625)	(92, 0.03980355223197636)	(94, 0.04654194886967314)	(96, 0.053369892306541974)	(98, 0.06178729142871471)	(100, 0.0713799922900206)	(102, 0.08247260203745832)	(104, 0.09440471302713402)	(106, 0.10797105310169965)	(108, 0.12338429590918881)	(110, 0.14134962249308142)	(112, 0.16251624714737478)	(114, 0.18702968342072354)	(116, 0.2118789201909675)	(118, 0.23898921364030573)	(120, 0.2709686142946242)	(122, 0.3058582859220343)	(124, 0.3405240905515143)	(126, 0.3760405897731287)	(128, 0.4171425705930998)	(130, 0.46072947509009526)	(132, 0.5088720729949688)	(134, 0.5637306808377461)	(136, 0.6224062209952321)	(138, 0.6852792673639079)
SRR15969067_1 - illumina_universal_adapter	(1, 5.275512311594969e-05)	(2, 7.913268467392454e-05)	(3, 0.00013188780778987424)	(4, 0.0001582653693478491)	(5, 0.00023739805402177362)	(6, 0.00023739805402177362)	(7, 0.0003165307386956982)	(8, 0.0003165307386956982)	(9, 0.00042204098492759753)	(10, 0.0005539287927174717)	(12, 0.0005803063542754466)	(14, 0.0006990053812863334)	(16, 0.0007913268467392454)	(18, 0.0008572707506341825)	(20, 0.0008968370929711448)	(22, 0.0009759697776450694)	(24, 0.0010551024623189939)	(26, 0.0011606127085508934)	(28, 0.0012925005163407675)	(30, 0.001529898570362541)	(32, 0.0016749751589314027)	(34, 0.0016881639397103901)	(36, 0.0017277302820473525)	(38, 0.001806862966721277)	(40, 0.0019255619937321637)	(42, 0.0019387507745111513)	(44, 0.0020574498015220382)	(46, 0.002268470293985837)	(48, 0.0024399244441126733)	(50, 0.00255862347112356)	(52, 0.002782832744366346)	(54, 0.0031916849485149564)	(56, 0.003613725933442554)	(58, 0.003983011795254202)	(60, 0.004378675218623824)	(62, 0.004972170353678258)	(64, 0.005552476707953705)	(66, 0.006291048431577)	(68, 0.0071351304014321965)	(70, 0.00834849823309904)	(72, 0.00962780996866082)	(74, 0.01099944316967551)	(76, 0.012727173451722864)	(78, 0.014428526172212242)	(80, 0.016116690111922634)	(82, 0.01810819600954973)	(84, 0.020376666303535566)	(86, 0.023515596128934578)	(88, 0.02737990889717789)	(90, 0.030954068488283484)	(92, 0.03529317736457034)	(94, 0.040581878456944304)	(96, 0.04576506930308635)	(98, 0.05173958699596766)	(100, 0.058281222262345424)	(102, 0.06577244974481028)	(104, 0.0745561777436159)	(106, 0.08370919160423318)	(108, 0.0939700630502854)	(110, 0.10473210816593913)	(112, 0.11747247039844098)	(114, 0.13242854780181273)	(116, 0.14759564569764827)	(118, 0.16292100896283163)	(120, 0.18114790399939226)	(122, 0.20180153469928658)	(124, 0.22233646637216997)	(126, 0.24450680686164783)	(128, 0.26873459715264775)	(130, 0.29420213283687247)	(132, 0.32452313984776454)	(134, 0.3595789191583131)	(136, 0.3926827589135715)	(138, 0.42759346163555123)
SRR15969067_2 - illumina_universal_adapter	(1, 5.275512311594969e-05)	(2, 7.913268467392454e-05)	(3, 0.00013188780778987424)	(4, 0.0001582653693478491)	(5, 0.00023739805402177362)	(6, 0.00023739805402177362)	(7, 0.0003165307386956982)	(8, 0.0003165307386956982)	(9, 0.00042204098492759753)	(10, 0.0005539287927174717)	(12, 0.0005803063542754466)	(14, 0.0006990053812863334)	(16, 0.0007649492851812705)	(18, 0.0008308931890762077)	(20, 0.00087045953141317)	(22, 0.0009495922160870945)	(24, 0.0010287249007610191)	(26, 0.0011078575854349434)	(28, 0.001213367831666843)	(30, 0.0014639546664676041)	(32, 0.001648597597373428)	(34, 0.0016617863781524154)	(36, 0.0017277302820473525)	(38, 0.0018464293090582392)	(40, 0.0019783171168481135)	(42, 0.0020310722399640635)	(44, 0.0021761488285329247)	(46, 0.0023871693209967237)	(48, 0.002519057128786598)	(50, 0.002637756155797485)	(52, 0.002901531771377233)	(54, 0.0033763278794207803)	(56, 0.00389069032980129)	(58, 0.004352297657065849)	(60, 0.00476114986121446)	(62, 0.0054337776809428185)	(64, 0.006119594281450164)	(66, 0.0069241099089683966)	(68, 0.00783413578271853)	(70, 0.009126636299059297)	(72, 0.010419136815400066)	(74, 0.01188309148186767)	(76, 0.013676765667809959)	(78, 0.015444062292194274)	(80, 0.017264114039694536)	(82, 0.01934794140277455)	(84, 0.021682355600655324)	(86, 0.02486085176839129)	(88, 0.02881748600208752)	(90, 0.03248396705864602)	(92, 0.03684945349649087)	(94, 0.04215134336964381)	(96, 0.04733453421578586)	(98, 0.05345412849723603)	(100, 0.06003533010595075)	(102, 0.0676452566154265)	(104, 0.07660043876435896)	(106, 0.08566113115952331)	(108, 0.09580330357856465)	(110, 0.10648621600954446)	(112, 0.1192265782420463)	(114, 0.13443324248021882)	(116, 0.1495475852529384)	(118, 0.1649257036412377)	(120, 0.18304708843156645)	(122, 0.20327867814653316)	(124, 0.2238004210386376)	(126, 0.24586525128188355)	(128, 0.2700270976689885)	(130, 0.2951781026145175)	(132, 0.32503750229814504)	(134, 0.3600405264855777)	(136, 0.3933290091717419)	(138, 0.42787042603191)
SRR15969068_1 - illumina_universal_adapter	(1, 2.21820382276374e-05)	(2, 2.21820382276374e-05)	(3, 2.21820382276374e-05)	(4, 4.43640764552748e-05)	(5, 8.87281529105496e-05)	(6, 0.000110910191138187)	(7, 0.0001996383440487366)	(8, 0.000221820382276374)	(9, 0.000332730573414561)	(10, 0.0004325497454389293)	(12, 0.0004990958601218416)	(14, 0.000554550955690935)	(16, 0.0006100060512600285)	(18, 0.000665461146829122)	(20, 0.0006987342041705781)	(22, 0.0008650994908778586)	(24, 0.0009538276437884082)	(26, 0.0009760096820160456)	(28, 0.0010536468158127764)	(30, 0.001330922293658244)	(32, 0.0013974684083411563)	(34, 0.0014085594274549748)	(36, 0.001441832484796431)	(38, 0.0014972875803655247)	(40, 0.0016414708288451678)	(42, 0.0016858349053004425)	(44, 0.0018300181537800855)	(46, 0.0019076552875768164)	(48, 0.0020518385360564595)	(50, 0.002184930765422284)	(52, 0.0025731164344059386)	(54, 0.0029834841416172303)	(56, 0.0032829416576903355)	(58, 0.0035491261164219837)	(60, 0.004081495033885282)	(62, 0.004580590894007123)	(64, 0.005179505926153333)	(66, 0.005833876053868636)	(68, 0.006632429430063582)	(70, 0.007497528920941441)	(72, 0.008606630832323311)	(74, 0.00980446089661573)	(76, 0.011035564018249606)	(78, 0.012654852808867138)	(80, 0.014551417077330136)	(82, 0.01647016338402077)	(84, 0.018544183958304865)	(86, 0.021339120774987178)	(88, 0.02464424447090515)	(90, 0.02839300893137587)	(92, 0.03193104402868403)	(94, 0.036311996578642425)	(96, 0.04193514326934851)	(98, 0.04812393193485934)	(100, 0.05500036378542693)	(102, 0.06395081621027862)	(104, 0.0727681764057645)	(106, 0.08263918341706314)	(108, 0.09363038335885746)	(110, 0.10607450680456204)	(112, 0.1204595585951849)	(114, 0.13585389312516527)	(116, 0.1532667931338606)	(118, 0.17118988002179164)	(120, 0.1922184522615919)	(122, 0.21614178049009883)	(124, 0.24075275190366252)	(126, 0.2660070024258277)	(128, 0.2950876545422603)	(130, 0.3271074267238549)	(132, 0.364539616232993)	(134, 0.4065191235787968)	(136, 0.4465022474841132)	(138, 0.4894799465501607)
SRR15969068_2 - illumina_universal_adapter	(1, 2.21820382276374e-05)	(2, 2.21820382276374e-05)	(3, 2.21820382276374e-05)	(4, 4.43640764552748e-05)	(5, 8.87281529105496e-05)	(6, 0.000110910191138187)	(7, 0.0001996383440487366)	(8, 0.000221820382276374)	(9, 0.000332730573414561)	(10, 0.0004325497454389293)	(12, 0.0004990958601218416)	(14, 0.000554550955690935)	(16, 0.0006321880894876659)	(18, 0.0006876431850567593)	(20, 0.0007209162423982155)	(22, 0.0008983725482193147)	(24, 0.000998191720243683)	(26, 0.0010536468158127764)	(28, 0.0011645570069509633)	(30, 0.001441832484796431)	(32, 0.0015416516568207994)	(34, 0.0015638336950484367)	(36, 0.0016081977715037116)	(38, 0.0017080169435280798)	(40, 0.001929837325804454)	(42, 0.0019742014022597286)	(44, 0.002151657708080828)	(46, 0.0022847499374466524)	(48, 0.0024511152241539326)	(50, 0.0026507535682026694)	(52, 0.0030833033136415987)	(54, 0.0035269440781943466)	(56, 0.003904038728064182)	(58, 0.004214587263251106)	(60, 0.004813502295397316)	(62, 0.005323689174632976)	(64, 0.006022423378803554)	(66, 0.006721157582974133)	(68, 0.007497528920941441)	(70, 0.008351537392705482)	(72, 0.00946063930408735)	(74, 0.010725015483062683)	(76, 0.011922845547355104)	(78, 0.013553225357086451)	(80, 0.01552742675934618)	(82, 0.01742399102780918)	(84, 0.01955346669766237)	(86, 0.022403858609913774)	(88, 0.02567570924849029)	(90, 0.02941338268984719)	(92, 0.033006872882724456)	(94, 0.03744328052825193)	(96, 0.04309970027629947)	(98, 0.049399399132948496)	(100, 0.05626473996440227)	(102, 0.06529282952305068)	(104, 0.07406582564208128)	(106, 0.08399228774894901)	(108, 0.09490585055694661)	(110, 0.10750524827024466)	(112, 0.12206775636668862)	(114, 0.13751754599223806)	(116, 0.155141175364096)	(118, 0.17316408142405137)	(120, 0.19414828958739633)	(122, 0.21800507170122035)	(124, 0.24262713413389786)	(126, 0.2678370205796078)	(128, 0.29667367027553637)	(130, 0.3283828939219441)	(132, 0.3656376271252611)	(134, 0.4079498650444794)	(136, 0.44816590035118603)	(138, 0.4910326892260953)
SRR15969069_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 2.461368210592695e-05)	(7, 7.384104631778086e-05)	(8, 0.00012306841052963475)	(9, 0.00017229577474148864)	(10, 0.0001969094568474156)	(12, 0.0002830573442181599)	(14, 0.00033228470843001384)	(16, 0.00038151207264186776)	(18, 0.00041843259580075817)	(20, 0.0004307394368537216)	(22, 0.0005045804831715025)	(24, 0.0005415010063303928)	(26, 0.0006276488937011373)	(28, 0.0006891830989659546)	(30, 0.0009353199200252241)	(32, 0.0014029798800378362)	(34, 0.00145220724424969)	(36, 0.001526048290567471)	(38, 0.0015506619726733978)	(40, 0.0015752756547793248)	(42, 0.0016368098600441422)	(44, 0.0017106509063619232)	(46, 0.0017475714295208135)	(48, 0.0018091056347856308)	(50, 0.0020060150916330465)	(52, 0.002153697184268608)	(54, 0.0023136861179571333)	(56, 0.0025352092569104756)	(58, 0.002830573442181599)	(60, 0.003212085514823467)	(62, 0.003876654931683495)	(64, 0.004553531189596486)	(66, 0.005291941652774294)	(68, 0.0058949768643695045)	(70, 0.006670307850706204)	(72, 0.007925605638108478)	(74, 0.009143982902351862)	(76, 0.01048542857712488)	(78, 0.01144536217925603)	(80, 0.012897569423505721)	(82, 0.01505126660777433)	(84, 0.01703266801730145)	(86, 0.01969094568474156)	(88, 0.02290303119956503)	(90, 0.0262135714428122)	(92, 0.030200987943972368)	(94, 0.0340653360346029)	(96, 0.03828658251576937)	(98, 0.04304933000326623)	(100, 0.048427419543411274)	(102, 0.05471621532147561)	(104, 0.06251875254905445)	(106, 0.0703582102997922)	(108, 0.07905914692423736)	(110, 0.08828927771395997)	(112, 0.09884854733740264)	(114, 0.11099539945667758)	(116, 0.1238314346749185)	(118, 0.13762740349529054)	(120, 0.15376167211572567)	(122, 0.17108970431829823)	(124, 0.1881839065408645)	(126, 0.20741949910664642)	(128, 0.22738119529455317)	(130, 0.25099802327519005)	(132, 0.2841034257076618)	(134, 0.3130491158642319)	(136, 0.339644199379686)	(138, 0.36850374164888533)
SRR15969069_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 2.461368210592695e-05)	(7, 7.384104631778086e-05)	(8, 0.00012306841052963475)	(9, 0.00017229577474148864)	(10, 0.0001969094568474156)	(12, 0.0002830573442181599)	(14, 0.00033228470843001384)	(16, 0.00038151207264186776)	(18, 0.00041843259580075817)	(20, 0.0004307394368537216)	(22, 0.0005045804831715025)	(24, 0.0005415010063303928)	(26, 0.0006276488937011373)	(28, 0.0006891830989659546)	(30, 0.0009353199200252241)	(32, 0.0013906730389848727)	(34, 0.0014891277674085805)	(36, 0.0015506619726733978)	(38, 0.0015752756547793248)	(40, 0.0016491167010971057)	(42, 0.0018091056347856308)	(44, 0.0019321740453152655)	(46, 0.0020060150916330465)	(48, 0.0021167766611097177)	(50, 0.002399834005327878)	(52, 0.002572129780069366)	(54, 0.002793652919022709)	(56, 0.0031136307863997596)	(58, 0.0035197565411475536)	(60, 0.003962802819054239)	(62, 0.004664292759073157)	(64, 0.005415010063303929)	(66, 0.006165727367534702)	(68, 0.006805683102288802)	(70, 0.007605627770731428)	(72, 0.009008607650769263)	(74, 0.010288519120277465)	(76, 0.011703805841368264)	(78, 0.012651432602446451)	(80, 0.014177480893013922)	(82, 0.016417325964653277)	(84, 0.01838642053312743)	(86, 0.021118539246885323)	(88, 0.024416772649079536)	(90, 0.02780115393864449)	(92, 0.03198547989665207)	(94, 0.03605904428518299)	(96, 0.0404648933821439)	(98, 0.04520302718753484)	(100, 0.05069187829715655)	(102, 0.05701759459837978)	(104, 0.06488166603122345)	(106, 0.07286880587459674)	(108, 0.08163127670430673)	(110, 0.09097216906350601)	(112, 0.10160527973326644)	(114, 0.11404749603781253)	(116, 0.12704352018974197)	(118, 0.14113485319538513)	(120, 0.1572198944516084)	(122, 0.17457254033628689)	(124, 0.19170366308201206)	(126, 0.21084080091937024)	(128, 0.23081480394832998)	(130, 0.2547516097963439)	(132, 0.28806622852671604)	(134, 0.31724574866329247)	(136, 0.34380391165558766)	(138, 0.37247885130899255)
SRR15969070_1 - illumina_universal_adapter	(1, 2.2847382455357928e-05)	(2, 2.2847382455357928e-05)	(3, 2.2847382455357928e-05)	(4, 4.5694764910715855e-05)	(5, 0.00011423691227678964)	(6, 0.00011423691227678964)	(7, 0.00011423691227678964)	(8, 0.00013708429473214756)	(9, 0.00018277905964286342)	(10, 0.000319863354375011)	(12, 0.0004341002666518006)	(14, 0.0005254897964732323)	(16, 0.0005711845613839482)	(18, 0.0006054556350669851)	(20, 0.0006168793262946641)	(22, 0.0006739977824330588)	(24, 0.0007311162385714537)	(26, 0.0008110820771652064)	(28, 0.0008567768420759223)	(30, 0.001028132210491107)	(32, 0.0013594192560937967)	(34, 0.0013936903297768336)	(36, 0.0014850798595982652)	(38, 0.0015307746245089811)	(40, 0.001610740463102734)	(42, 0.0016678589192411289)	(44, 0.0017706721402902395)	(46, 0.0019534511999331028)	(48, 0.0020448407297545346)	(50, 0.0020791118034375715)	(52, 0.002284738245535793)	(54, 0.002490364687634014)	(56, 0.002787380659553667)	(58, 0.0030501255577902835)	(60, 0.0033357178384822573)	(62, 0.003541344280580479)	(64, 0.0039069023998662055)	(66, 0.004546629108616227)	(68, 0.00517493212613857)	(70, 0.005940319438393061)	(72, 0.006979875340111847)	(74, 0.007745262652366337)	(76, 0.008750547480402087)	(78, 0.010030000897902132)	(80, 0.011617893978549506)	(82, 0.013308600280245993)	(84, 0.014976459199487122)	(86, 0.0169984525467863)	(88, 0.019694443676518535)	(90, 0.02259606124834899)	(92, 0.025531949893862482)	(94, 0.028707736055157237)	(96, 0.03192921698136271)	(98, 0.03601889844087178)	(100, 0.040999627816139805)	(102, 0.046711473429979285)	(104, 0.052503284882412515)	(106, 0.05949458391375205)	(108, 0.06681716999069426)	(110, 0.07459670371674364)	(112, 0.08415833327431094)	(114, 0.09430257108448986)	(116, 0.10482379070518218)	(118, 0.11623605824163347)	(120, 0.12943042160960266)	(122, 0.1443954571178621)	(124, 0.15929195047875547)	(126, 0.17527369450627833)	(128, 0.1915296071232655)	(130, 0.21067571362085546)	(132, 0.2318323897745169)	(134, 0.2562905126929776)	(136, 0.28118273587809006)	(138, 0.30716020972983193)
SRR15969070_2 - illumina_universal_adapter	(1, 2.2847382455357928e-05)	(2, 2.2847382455357928e-05)	(3, 2.2847382455357928e-05)	(4, 4.5694764910715855e-05)	(5, 0.00011423691227678964)	(6, 0.00011423691227678964)	(7, 0.00011423691227678964)	(8, 0.00013708429473214756)	(9, 0.00018277905964286342)	(10, 0.000319863354375011)	(12, 0.0004112528841964427)	(14, 0.0005026424140178744)	(16, 0.0005483371789285902)	(18, 0.0005826082526116272)	(20, 0.0005940319438393062)	(22, 0.0006739977824330588)	(24, 0.0007425399297991326)	(26, 0.0008796242245312803)	(28, 0.000948166371897354)	(30, 0.0011766401964509333)	(32, 0.0015650456981920182)	(34, 0.0015993167718750551)	(36, 0.0016907063016964865)	(38, 0.0017820958315179184)	(40, 0.001919180126250066)	(42, 0.0020105696560714977)	(44, 0.0022390434806250767)	(46, 0.0024675173051786565)	(48, 0.002570330526227767)	(50, 0.0027188385121875935)	(52, 0.002970159719196531)	(54, 0.003278599382343863)	(56, 0.0036898522665403054)	(58, 0.004112528841964428)	(60, 0.004535205417388549)	(62, 0.004912187227901954)	(64, 0.005312016420870718)	(66, 0.006054556350669852)	(68, 0.006808519971696663)	(70, 0.007653873122544907)	(72, 0.008796242245312802)	(74, 0.00969871385229944)	(76, 0.010829659283839659)	(78, 0.012211925922388813)	(80, 0.013856937459174583)	(82, 0.01567330436437554)	(84, 0.017364010666072023)	(86, 0.01942027508705424)	(88, 0.02207057145187576)	(90, 0.02504073117107229)	(92, 0.02803373827272418)	(94, 0.031243795507701965)	(96, 0.03467090287600566)	(98, 0.03892051601270223)	(100, 0.04398121122656401)	(102, 0.04980729375268028)	(104, 0.05565622366125191)	(106, 0.06284172544346198)	(108, 0.07002722722567205)	(110, 0.0779895400113643)	(112, 0.08769967755489141)	(114, 0.09794672858611944)	(116, 0.10860503250154391)	(118, 0.12026862124500413)	(120, 0.13350867937788408)	(122, 0.14834805428263903)	(124, 0.16322170026107705)	(126, 0.17930625750964901)	(128, 0.19547078059681477)	(130, 0.2144569554172172)	(132, 0.23561363157087864)	(134, 0.25978616220864736)	(136, 0.2844727589516616)	(138, 0.31055304602445266)
