"gene_id","CD0-ND0","CD3-ND3","CD4-ND4"
"ATU_RS15840","None","Down","None"
"ATU_RS15845","None","Down","None"
"ATU_RS15850","None","Down","None"
"ATU_RS15855","None","Down","None"
"ATU_RS15860","None","Down","Down"
"ATU_RS15865","None","Down","None"
"ATU_RS15870","None","None","None"
"ATU_RS15875","None","None","None"
"ATU_RS15880","None","None","None"
"ATU_RS15885","None","None","None"
"ATU_RS15890","None","None","Down"
"ATU_RS15895","None","None","None"
"ATU_RS15900","None","None","None"
"ATU_RS15905","None","None","None"
"ATU_RS15910","None","None","None"
"ATU_RS15915","None","Down","None"
"ATU_RS15920","None","None","None"
"ATU_RS15925","None","None","Down"
"ATU_RS15930","None","None","None"
"ATU_RS15935","None","None","None"
"ATU_RS15940","None","None","None"
"ATU_RS15945","None","Down","Down"
"ATU_RS15950","None","None","None"
"ATU_RS15955","None","None","None"
"ATU_RS15960","None","None","None"
"ATU_RS15965","None","Down","None"
"ATU_RS15970","None","None","None"
"ATU_RS15975","None","None","None"
"ATU_RS15980","None","Up","Up"
"ATU_RS15985","None","Up","Up"
"ATU_RS15990","None","Up","Up"
"ATU_RS15995","None","Up","None"
"ATU_RS16000","None","Up","None"
"ATU_RS16005","None","Up","Up"
"ATU_RS16010","None","Up","Up"
"ATU_RS16015","None","Up","None"
"ATU_RS16020","None","Up","Up"
"ATU_RS16025","None","None","Up"
"ATU_RS16030","None","Up","None"
"ATU_RS16035","None","Up","None"
"ATU_RS16040","None","None","None"
"ATU_RS16045","None","Up","Up"
"ATU_RS16050","None","None","Up"
"ATU_RS16055","None","Up","Up"
"ATU_RS16060","None","Up","Up"
"ATU_RS16065","None","None","None"
"ATU_RS16070","None","Up","Up"
"ATU_RS16075","None","Up","Up"
"ATU_RS16080","None","Up","Up"
"ATU_RS16085","None","Up","Up"
"ATU_RS16090","None","Up","Up"
"ATU_RS16095","None","None","Up"
"ATU_RS16100","None","Up","Up"
"ATU_RS16105","None","Up","Up"
"ATU_RS16110","None","Up","Up"
"ATU_RS16115","None","Up","Up"
"ATU_RS16120","None","Up","Up"
"ATU_RS16125","None","Up","None"
"ATU_RS16130","None","Up","None"
"ATU_RS16135","None","Up","None"
"ATU_RS16140","None","Up","Up"
"ATU_RS16145","None","Up","Up"
"ATU_RS16150","None","Up","Up"
"ATU_RS16155","None","Up","Up"
"ATU_RS16160","None","Up","None"
"ATU_RS16165","None","Up","None"
"ATU_RS16170","None","None","None"
"ATU_RS16175","None","Up","None"
"ATU_RS16180","None","None","None"
"ATU_RS16185","None","None","None"
"ATU_RS16190","None","None","Up"
"ATU_RS16195","None","None","None"
"ATU_RS16200","None","None","Down"
"ATU_RS16210","None","None","None"
"ATU_RS16215","None","None","None"
"ATU_RS16220","None","None","None"
"ATU_RS16225","Down","Down","None"
"ATU_RS16230","None","None","None"
"ATU_RS16235","None","Down","Down"
"ATU_RS16240","None","Down","Down"
"ATU_RS16245","None","None","None"
"ATU_RS16250","None","None","None"
"ATU_RS16255","None","None","Down"
"ATU_RS16260","None","None","Down"
"ATU_RS16265","None","Up","None"
"ATU_RS16270","None","None","None"
"ATU_RS16275","None","None","None"
"ATU_RS16280","None","None","Up"
"ATU_RS16285","None","Down","None"
"ATU_RS16290","None","None","None"
"ATU_RS16295","None","Down","None"
"ATU_RS16300","None","Down","None"
"ATU_RS16305","None","Down","None"
"ATU_RS16310","None","Up","None"
"ATU_RS16315","None","None","None"
"ATU_RS16320","None","Up","None"
"ATU_RS16325","None","None","None"
"ATU_RS16330","None","None","None"
"ATU_RS16335","None","None","None"
"ATU_RS16340","None","Up","None"
"ATU_RS16345","None","Up","Up"
"ATU_RS16350","None","Up","None"
"ATU_RS16355","None","Up","Up"
"ATU_RS16360","None","Up","Up"
"ATU_RS16365","None","Up","Up"
"ATU_RS16370","None","Up","Up"
"ATU_RS16375","None","Up","Up"
"ATU_RS16380","None","Up","None"
"ATU_RS16385","None","Up","None"
"ATU_RS16390","None","None","Up"
"ATU_RS16395","None","None","None"
"ATU_RS16400","None","Up","Up"
"ATU_RS16405","None","None","None"
"ATU_RS16410","None","Up","Up"
"ATU_RS16415","None","Up","None"
"ATU_RS16420","None","None","None"
"ATU_RS16425","None","None","None"
"ATU_RS16430","None","Down","Down"
"ATU_RS16435","None","Up","None"
"ATU_RS16440","None","None","None"
"ATU_RS16445","None","Up","None"
"ATU_RS16450","None","Up","None"
"ATU_RS16455","None","Up","Up"
"ATU_RS16460","None","Up","Up"
"ATU_RS16465","None","Up","None"
"ATU_RS16470","None","Up","Up"
"ATU_RS16475","None","Up","None"
"ATU_RS16480","None","Up","None"
"ATU_RS16485","None","Up","Up"
"ATU_RS16490","None","Up","None"
"ATU_RS16495","None","None","None"
"ATU_RS16500","None","Up","None"
"ATU_RS16505","None","Up","Up"
"ATU_RS16515","None","None","Up"
"ATU_RS16520","None","None","None"
"ATU_RS16525","None","None","None"
"ATU_RS16530","None","Up","None"
"ATU_RS16535","None","Up","Up"
"ATU_RS16540","None","Up","None"
"ATU_RS16545","None","Down","Down"
"ATU_RS16550","None","None","None"
"ATU_RS16555","None","Up","None"
"ATU_RS16560","None","None","None"
"ATU_RS16565","None","None","None"
"ATU_RS16570","None","Down","None"
"ATU_RS16575","None","None","Up"
"ATU_RS16580","None","Up","Up"
"ATU_RS16585","None","Up","Up"
"ATU_RS16590","None","Up","Up"
"ATU_RS16595","None","Down","None"
"ATU_RS16600","None","None","Up"
"ATU_RS16605","None","Up","Up"
"ATU_RS16610","None","Up","Up"
"ATU_RS16615","None","None","None"
"ATU_RS16620","None","None","None"
"ATU_RS16625","None","Down","None"
"ATU_RS16630","None","None","None"
"ATU_RS16635","None","None","None"
"ATU_RS16640","None","None","None"
"ATU_RS16645","None","Up","None"
"ATU_RS16650","None","Up","None"
"ATU_RS16655","None","None","None"
"ATU_RS16660","None","None","None"
"ATU_RS16665","None","None","None"
"ATU_RS16670","None","None","None"
"ATU_RS16675","None","None","None"
"ATU_RS16680","None","Down","None"
"ATU_RS16685","None","None","None"
"ATU_RS16690","None","Down","Down"
"ATU_RS16695","None","Down","Down"
"ATU_RS16700","None","None","Down"
"ATU_RS16705","None","None","None"
"ATU_RS16710","None","Down","None"
"ATU_RS16715","None","Up","Up"
"ATU_RS16720","None","None","None"
"ATU_RS16725","None","Down","Down"
"ATU_RS16730","None","Down","None"
"ATU_RS16735","None","None","None"
"ATU_RS16740","None","None","Up"
"ATU_RS16745","None","None","None"
"ATU_RS16750","None","None","None"
"ATU_RS16755","None","Up","Up"
"ATU_RS16760","None","None","None"
"ATU_RS16765","None","None","None"
"ATU_RS16770","None","Down","None"
"ATU_RS16775","None","None","Down"
"ATU_RS16780","None","None","Down"
"ATU_RS16785","None","None","None"
"ATU_RS16790","None","None","None"
"ATU_RS16795","None","Down","None"
"ATU_RS16800","None","None","None"
"ATU_RS16805","None","Down","Down"
"ATU_RS16810","None","None","None"
"ATU_RS16815","None","Down","None"
"ATU_RS16820","None","Down","Down"
"ATU_RS16825","None","None","None"
"ATU_RS16830","None","None","None"
"ATU_RS16835","None","None","None"
"ATU_RS16840","None","None","None"
"ATU_RS16845","None","None","None"
"ATU_RS16850","None","None","None"
"ATU_RS16855","None","Down","Down"
"ATU_RS16860","None","Down","None"
"ATU_RS16865","None","None","None"
"ATU_RS16870","None","None","None"
"ATU_RS16875","None","None","None"
"ATU_RS16880","None","None","None"
"ATU_RS16885","None","None","None"
"ATU_RS16890","None","Down","Down"
"ATU_RS16900","None","Down","None"
"ATU_RS16905","None","None","None"
"ATU_RS16910","None","None","None"
"ATU_RS16915","None","Up","Up"
"ATU_RS16920","None","None","None"
"ATU_RS16925","None","None","None"
"ATU_RS16935","None","Up","Up"
"ATU_RS16940","None","None","None"
"ATU_RS16945","None","None","None"
"ATU_RS16950","None","None","None"
"ATU_RS16955","None","None","None"
"ATU_RS16960","None","None","None"
"ATU_RS16965","None","None","None"
"ATU_RS16970","None","None","None"
"ATU_RS16975","None","None","None"
"ATU_RS16980","None","None","None"
"ATU_RS16985","None","None","Down"
"ATU_RS16990","None","None","None"
"ATU_RS16995","None","None","None"
"ATU_RS17000","None","Up","None"
"ATU_RS17005","None","None","None"
"ATU_RS17010","None","None","None"
"ATU_RS17015","None","None","Down"
"ATU_RS17020","None","Up","None"
"ATU_RS17025","None","Up","Up"
"ATU_RS17030","None","None","Up"
"ATU_RS17035","None","Up","Up"
"ATU_RS17040","None","Up","Up"
"ATU_RS17045","None","Up","Up"
"ATU_RS17050","None","Up","Up"
"ATU_RS17055","None","None","None"
"ATU_RS17060","None","None","Up"
"ATU_RS17065","None","Up","None"
"ATU_RS17070","None","None","Up"
"ATU_RS17075","None","Up","Up"
"ATU_RS17080","None","Up","Up"
"ATU_RS17085","None","Up","Up"
"ATU_RS17090","None","None","None"
"ATU_RS17095","None","None","None"
"ATU_RS17100","None","None","None"
"ATU_RS17105","None","Down","Down"
"ATU_RS17110","None","None","None"
"ATU_RS17115","None","None","None"
"ATU_RS17120","None","None","None"
"ATU_RS17125","None","None","None"
"ATU_RS17130","None","None","None"
"ATU_RS17135","None","None","None"
"ATU_RS17140","None","None","None"
"ATU_RS17145","None","None","Down"
"ATU_RS17150","None","None","None"
"ATU_RS17155","None","Down","None"
"ATU_RS17160","None","None","None"
"ATU_RS17165","None","None","None"
"ATU_RS17170","None","None","None"
"ATU_RS17175","None","None","None"
"ATU_RS17180","None","None","Up"
"ATU_RS17185","None","None","None"
"ATU_RS17190","None","None","None"
"ATU_RS17195","None","None","Down"
"ATU_RS17200","None","Down","Down"
"ATU_RS17205","None","Down","Down"
"ATU_RS17210","None","Down","None"
"ATU_RS17215","None","Down","None"
"ATU_RS17220","None","None","None"
"ATU_RS17225","None","Up","None"
"ATU_RS17230","None","None","None"
"ATU_RS17235","None","Down","None"
"ATU_RS17240","None","Down","None"
"ATU_RS17245","None","None","None"
"ATU_RS17250","None","None","None"
"ATU_RS17255","None","Down","None"
"ATU_RS17260","None","None","None"
"ATU_RS17270","None","None","None"
"ATU_RS17275","None","Up","None"
"ATU_RS17280","None","None","None"
"ATU_RS17285","None","Up","None"
"ATU_RS17290","None","Up","None"
"ATU_RS17295","None","Up","None"
"ATU_RS17300","None","Up","None"
"ATU_RS17305","None","None","None"
"ATU_RS17310","None","Down","Down"
"ATU_RS17315","None","None","None"
"ATU_RS17320","None","None","Up"
"ATU_RS17325","None","None","None"
"ATU_RS17330","None","None","None"
"ATU_RS17335","None","None","None"
"ATU_RS17340","None","Up","None"
"ATU_RS17345","None","None","None"
"ATU_RS17350","None","None","None"
"ATU_RS17355","None","Down","None"
"ATU_RS17360","None","Down","Down"
"ATU_RS17365","None","Up","Up"
"ATU_RS17370","None","Down","Down"
"ATU_RS17375","None","None","None"
"ATU_RS17380","None","None","None"
"ATU_RS17385","None","Down","None"
"ATU_RS17390","None","None","None"
"ATU_RS17395","None","Down","None"
"ATU_RS17400","None","None","None"
"ATU_RS17405","None","Up","None"
"ATU_RS17410","None","None","Up"
"ATU_RS17415","None","None","None"
"ATU_RS17420","None","None","None"
"ATU_RS17425","None","None","None"
"ATU_RS17430","None","None","None"
"ATU_RS17435","None","Down","Down"
"ATU_RS17440","None","Down","Down"
"ATU_RS17445","None","Down","None"
"ATU_RS17450","None","None","Down"
"ATU_RS17455","None","None","None"
"ATU_RS17460","None","Down","None"
"ATU_RS17465","None","None","Up"
"ATU_RS17470","None","None","None"
"ATU_RS17475","None","Down","None"
"ATU_RS17480","None","None","None"
"ATU_RS17485","None","Down","None"
"ATU_RS17490","None","Down","None"
"ATU_RS17495","None","None","None"
"ATU_RS17500","None","Down","Down"
"ATU_RS17505","None","None","None"
"ATU_RS17510","None","None","None"
"ATU_RS17515","None","None","Up"
"ATU_RS17520","None","None","None"
"ATU_RS17525","None","Down","Down"
"ATU_RS17530","None","Down","Down"
"ATU_RS17535","None","Down","None"
"ATU_RS17540","None","None","None"
"ATU_RS17545","None","None","None"
"ATU_RS17550","None","None","None"
"ATU_RS17555","None","None","Up"
"ATU_RS17565","None","None","None"
"ATU_RS17570","None","Down","None"
"ATU_RS17575","None","None","None"
"ATU_RS17580","None","None","None"
"ATU_RS17585","None","None","None"
"ATU_RS17590","None","None","None"
"ATU_RS17595","None","Down","Down"
"ATU_RS17600","None","None","None"
"ATU_RS17605","None","Down","Down"
"ATU_RS17610","None","Down","Down"
"ATU_RS17615","None","None","Up"
"ATU_RS17620","None","Up","None"
"ATU_RS17625","None","Up","None"
"ATU_RS17630","None","Up","Up"
"ATU_RS17635","None","Up","None"
"ATU_RS17640","None","None","None"
"ATU_RS17645","None","Up","None"
"ATU_RS17650","None","Up","None"
"ATU_RS17655","None","Up","Up"
"ATU_RS17660","None","None","None"
"ATU_RS17665","None","None","None"
"ATU_RS17670","None","Up","Up"
"ATU_RS17675","None","Up","Up"
"ATU_RS17680","None","Up","None"
"ATU_RS17685","None","None","None"
"ATU_RS17690","None","Up","None"
"ATU_RS17695","None","None","None"
"ATU_RS17700","None","None","None"
"ATU_RS17705","None","None","None"
"ATU_RS17710","None","Up","None"
"ATU_RS17715","None","None","None"
"ATU_RS17720","None","None","None"
"ATU_RS17725","None","None","None"
"ATU_RS17730","None","None","None"
"ATU_RS17735","None","Up","None"
"ATU_RS17740","None","None","None"
"ATU_RS17745","None","None","None"
"ATU_RS17750","None","None","None"
"ATU_RS17755","None","None","None"
"ATU_RS17760","None","None","None"
"ATU_RS17765","None","None","None"
"ATU_RS17770","None","Down","None"
"ATU_RS17775","None","Up","Up"
"ATU_RS17780","None","Up","Up"
"ATU_RS17785","None","Up","Up"
"ATU_RS17790","None","Up","None"
"ATU_RS17795","None","Up","Up"
"ATU_RS17800","None","Up","Up"
"ATU_RS17805","None","Up","Up"
"ATU_RS17810","None","Down","None"
"ATU_RS17815","None","None","None"
"ATU_RS17820","None","None","Down"
"ATU_RS17825","None","None","Down"
"ATU_RS17830","None","None","None"
"ATU_RS17835","None","Up","None"
"ATU_RS17840","None","Up","None"
"ATU_RS17845","None","None","None"
"ATU_RS17850","None","None","None"
"ATU_RS17855","None","Down","None"
"ATU_RS17860","None","Down","Down"
"ATU_RS17865","None","Down","None"
"ATU_RS17870","None","None","None"
"ATU_RS17875","None","None","None"
"ATU_RS17880","None","None","None"
"ATU_RS17885","None","Up","Up"
"ATU_RS17890","None","None","None"
"ATU_RS17895","None","Down","Down"
"ATU_RS17900","None","None","None"
"ATU_RS17905","None","Up","None"
"ATU_RS17910","None","Up","None"
"ATU_RS17915","None","Up","None"
"ATU_RS17920","None","None","None"
"ATU_RS17925","None","None","None"
"ATU_RS17935","None","None","None"
"ATU_RS17940","None","None","None"
"ATU_RS17945","None","None","None"
"ATU_RS17950","None","None","None"
"ATU_RS17960","None","None","None"
"ATU_RS17965","None","None","None"
"ATU_RS17970","None","Down","None"
"ATU_RS17975","None","None","None"
"ATU_RS17980","None","Up","Up"
"ATU_RS17985","None","None","None"
"ATU_RS17990","None","None","None"
"ATU_RS17995","None","None","None"
"ATU_RS18000","None","Down","None"
"ATU_RS18005","None","Down","None"
"ATU_RS18010","None","None","None"
"ATU_RS18015","None","None","None"
"ATU_RS18020","None","None","None"
"ATU_RS18025","None","None","None"
"ATU_RS18040","None","Up","None"
"ATU_RS18045","None","Up","None"
"ATU_RS18050","None","Up","None"
"ATU_RS18055","None","Up","None"
"ATU_RS18060","None","Up","None"
"ATU_RS18065","None","Up","None"
"ATU_RS18070","None","Up","None"
"ATU_RS18075","None","None","None"
"ATU_RS18080","None","None","Up"
"ATU_RS18085","None","Up","Up"
"ATU_RS18090","None","None","None"
"ATU_RS18095","None","None","None"
"ATU_RS18100","None","Up","Up"
"ATU_RS18105","None","None","None"
"ATU_RS18110","None","Up","Up"
"ATU_RS18115","None","Up","Up"
"ATU_RS18120","None","Up","None"
"ATU_RS18125","None","Up","Up"
"ATU_RS18130","None","Up","Up"
"ATU_RS18135","None","Up","None"
"ATU_RS18140","None","None","Up"
"ATU_RS18145","None","Up","Up"
"ATU_RS18150","None","Up","Up"
"ATU_RS18155","None","Up","Up"
"ATU_RS18160","None","None","None"
"ATU_RS18165","None","None","Down"
"ATU_RS18170","None","None","Down"
"ATU_RS18175","None","None","Down"
"ATU_RS18180","None","None","Down"
"ATU_RS18185","None","None","Down"
"ATU_RS18190","None","None","Down"
"ATU_RS18195","None","None","Down"
"ATU_RS18200","None","None","None"
"ATU_RS18205","None","None","None"
"ATU_RS18210","None","None","None"
"ATU_RS18215","None","Up","Up"
"ATU_RS18220","None","Up","Up"
"ATU_RS18225","None","Up","None"
"ATU_RS18230","None","Up","Up"
"ATU_RS18235","None","Up","None"
"ATU_RS18240","None","None","None"
"ATU_RS18245","None","None","None"
"ATU_RS18250","None","None","None"
"ATU_RS18255","None","Up","Up"
"ATU_RS18260","None","Up","None"
"ATU_RS18265","None","None","None"
"ATU_RS18270","None","Up","None"
"ATU_RS18275","None","Down","None"
"ATU_RS18280","None","Down","Down"
"ATU_RS18285","None","None","None"
"ATU_RS18290","None","None","None"
"ATU_RS18295","None","None","None"
"ATU_RS18300","None","Down","None"
"ATU_RS18305","None","None","None"
"ATU_RS18310","None","None","None"
"ATU_RS18315","None","None","None"
"ATU_RS18320","None","None","None"
"ATU_RS18325","None","None","None"
"ATU_RS18330","None","Up","None"
"ATU_RS18335","None","Up","Up"
"ATU_RS18340","None","Up","None"
"ATU_RS18345","None","None","Up"
"ATU_RS18350","None","Up","Up"
"ATU_RS18355","None","None","None"
"ATU_RS18360","None","None","None"
"ATU_RS18370","None","Up","Up"
"ATU_RS18380","None","None","None"
"ATU_RS18390","None","None","None"
"ATU_RS18395","None","Up","Up"
"ATU_RS18400","None","Up","None"
"ATU_RS18405","None","Up","None"
"ATU_RS18410","None","Up","Up"
"ATU_RS18415","None","None","None"
"ATU_RS18420","None","Up","Up"
"ATU_RS18425","None","Up","None"
"ATU_RS18430","None","None","None"
"ATU_RS18435","None","Up","Up"
"ATU_RS18440","None","Up","None"
"ATU_RS18445","None","None","None"
"ATU_RS18450","None","Up","Up"
"ATU_RS18455","None","None","Up"
"ATU_RS18460","None","None","None"
"ATU_RS18465","None","None","None"
"ATU_RS18475","None","Up","None"
"ATU_RS18480","None","Up","None"
"ATU_RS18485","None","Up","Up"
"ATU_RS18490","None","Up","Up"
"ATU_RS18495","None","Up","Up"
"ATU_RS18500","None","Up","Up"
"ATU_RS18505","None","Up","Up"
"ATU_RS18510","None","Up","Up"
"ATU_RS18515","None","Up","Up"
"ATU_RS18520","None","Up","None"
"ATU_RS18525","None","None","None"
"ATU_RS18530","None","None","Up"
"ATU_RS18535","None","None","None"
"ATU_RS18540","None","None","None"
"ATU_RS18545","None","None","None"
"ATU_RS18550","None","Down","Down"
"ATU_RS18555","None","None","None"
"ATU_RS18560","None","Up","None"
"ATU_RS18565","None","None","None"
"ATU_RS18570","None","None","None"
"ATU_RS18575","None","None","None"
"ATU_RS18580","None","None","None"
"ATU_RS18585","None","Up","None"
"ATU_RS18590","None","None","None"
"ATU_RS18595","None","None","None"
"ATU_RS18600","None","Up","None"
"ATU_RS18605","None","Up","None"
"ATU_RS18610","None","Down","None"
"ATU_RS18615","None","None","None"
"ATU_RS18620","None","Up","None"
"ATU_RS18625","None","Up","None"
"ATU_RS18630","None","Up","None"
"ATU_RS18635","None","None","None"
"ATU_RS18640","None","Up","Up"
"ATU_RS18645","None","Up","None"
"ATU_RS18650","None","Up","None"
"ATU_RS18655","None","Down","None"
"ATU_RS18660","None","None","None"
"ATU_RS18665","None","None","None"
"ATU_RS18670","None","None","None"
"ATU_RS18675","None","None","None"
"ATU_RS18680","None","Up","None"
"ATU_RS18685","None","None","None"
"ATU_RS18690","None","Up","None"
"ATU_RS18695","None","Up","None"
"ATU_RS18700","None","Up","Up"
"ATU_RS18705","None","None","Up"
"ATU_RS18715","None","None","None"
"ATU_RS18725","None","None","None"
"ATU_RS18730","None","None","None"
"ATU_RS18740","None","None","None"
"ATU_RS18745","None","Down","None"
"ATU_RS18750","None","None","None"
"ATU_RS18755","None","Down","None"
"ATU_RS18760","None","None","None"
"ATU_RS18765","None","None","None"
"ATU_RS18770","None","None","Up"
"ATU_RS18780","None","Up","None"
"ATU_RS18785","None","None","Up"
"ATU_RS18790","None","Up","Up"
"ATU_RS18795","None","Up","Up"
"ATU_RS18800","None","Up","None"
"ATU_RS18805","None","Down","None"
"ATU_RS18810","None","Down","None"
"ATU_RS18815","None","None","None"
"ATU_RS18820","None","Up","None"
"ATU_RS18825","None","None","Up"
"ATU_RS18830","None","Up","Up"
"ATU_RS18835","None","None","Up"
"ATU_RS18840","None","None","Up"
"ATU_RS18845","None","None","None"
"ATU_RS18850","None","None","None"
"ATU_RS18855","None","None","None"
"ATU_RS18860","None","Up","None"
"ATU_RS18865","None","None","Down"
"ATU_RS18870","None","None","None"
"ATU_RS18875","None","None","None"
"ATU_RS18880","None","Up","None"
"ATU_RS18885","None","Up","None"
"ATU_RS18890","None","None","None"
"ATU_RS18895","None","Up","None"
"ATU_RS18900","None","Up","Up"
"ATU_RS18905","None","None","None"
"ATU_RS18910","None","None","None"
"ATU_RS18915","None","None","None"
"ATU_RS18920","None","Down","Down"
"ATU_RS18925","None","None","None"
"ATU_RS18930","None","None","None"
"ATU_RS18935","None","Down","None"
"ATU_RS18940","None","None","None"
"ATU_RS18945","None","None","None"
"ATU_RS18950","None","None","None"
"ATU_RS18955","None","None","None"
"ATU_RS18960","None","Down","None"
"ATU_RS18965","None","None","None"
"ATU_RS18970","None","None","None"
"ATU_RS18975","None","None","None"
"ATU_RS18980","None","None","None"
"ATU_RS18985","None","Down","None"
"ATU_RS18990","None","Down","None"
"ATU_RS18995","None","None","None"
"ATU_RS19000","None","None","None"
"ATU_RS19005","None","None","None"
"ATU_RS19010","None","None","None"
"ATU_RS19015","None","Up","None"
"ATU_RS19020","None","None","None"
"ATU_RS19025","None","None","None"
"ATU_RS19030","None","None","Down"
"ATU_RS19035","None","Down","Down"
"ATU_RS19040","None","None","None"
"ATU_RS19045","None","Down","None"
"ATU_RS19050","None","Down","Down"
"ATU_RS19055","None","None","None"
"ATU_RS19060","None","Up","Up"
"ATU_RS19065","None","None","Up"
"ATU_RS19070","None","None","None"
"ATU_RS19075","None","Up","Up"
"ATU_RS19080","None","Up","Up"
"ATU_RS19085","None","Up","Up"
"ATU_RS19090","None","Up","Up"
"ATU_RS19095","None","None","None"
"ATU_RS19100","None","None","None"
"ATU_RS19105","None","None","None"
"ATU_RS19110","None","Down","Down"
"ATU_RS19115","None","Down","Down"
"ATU_RS19120","None","Down","Down"
"ATU_RS19125","None","Down","Down"
"ATU_RS19130","None","Down","Down"
"ATU_RS19135","None","Down","Down"
"ATU_RS19140","None","None","None"
"ATU_RS19145","None","None","None"
"ATU_RS19150","None","None","Up"
"ATU_RS19155","None","None","None"
"ATU_RS19160","None","None","None"
"ATU_RS19165","None","None","None"
"ATU_RS19170","None","Up","None"
"ATU_RS19175","None","Down","Down"
"ATU_RS19180","None","None","None"
"ATU_RS19185","None","Down","Down"
"ATU_RS19190","None","Up","None"
"ATU_RS19195","None","None","None"
"ATU_RS19200","None","None","None"
"ATU_RS19205","None","None","None"
"ATU_RS19215","None","None","None"
"ATU_RS19220","None","Up","None"
"ATU_RS19225","None","None","Down"
"ATU_RS19230","None","None","Down"
"ATU_RS19235","None","None","None"
"ATU_RS19240","None","None","None"
"ATU_RS19245","None","None","None"
"ATU_RS19250","None","Up","Up"
"ATU_RS19255","None","None","None"
"ATU_RS19260","None","None","None"
"ATU_RS19265","None","None","None"
"ATU_RS19270","None","Up","Up"
"ATU_RS19275","None","None","None"
"ATU_RS19280","None","Up","Up"
"ATU_RS19285","None","Up","Up"
"ATU_RS19290","None","None","Up"
"ATU_RS19295","None","Up","Up"
"ATU_RS19300","None","Up","Up"
"ATU_RS19305","None","Up","Up"
"ATU_RS19310","None","Up","Up"
"ATU_RS19315","None","None","None"
"ATU_RS19320","None","None","None"
"ATU_RS19325","None","None","Down"
"ATU_RS19330","None","None","Down"
"ATU_RS19335","None","None","Down"
"ATU_RS19340","None","None","None"
"ATU_RS19345","None","None","Down"
"ATU_RS19350","None","None","None"
"ATU_RS19355","None","None","None"
"ATU_RS19360","None","None","None"
"ATU_RS19365","None","Down","Down"
"ATU_RS19370","None","Down","None"
"ATU_RS19375","None","None","None"
"ATU_RS19380","None","Up","None"
"ATU_RS19385","None","Down","None"
"ATU_RS19390","None","Up","None"
"ATU_RS19395","None","None","None"
"ATU_RS19400","None","None","None"
"ATU_RS19405","None","Up","None"
"ATU_RS19410","None","None","None"
"ATU_RS19415","None","Down","None"
"ATU_RS19420","None","Down","Down"
"ATU_RS19425","None","Down","None"
"ATU_RS19430","None","None","None"
"ATU_RS19435","None","Down","None"
"ATU_RS19440","None","None","None"
"ATU_RS19445","None","None","None"
"ATU_RS19450","None","None","None"
"ATU_RS19455","None","None","None"
"ATU_RS19460","None","None","None"
"ATU_RS19465","None","Down","Down"
"ATU_RS19470","None","Down","Down"
"ATU_RS19475","None","Down","Down"
"ATU_RS19480","None","Down","Down"
"ATU_RS19485","None","None","None"
"ATU_RS19490","None","Down","Down"
"ATU_RS19495","None","Down","Down"
"ATU_RS19500","None","Down","Down"
"ATU_RS19505","None","Down","None"
"ATU_RS19510","None","None","None"
"ATU_RS19515","None","None","Up"
"ATU_RS19520","None","None","None"
"ATU_RS19525","None","None","Down"
"ATU_RS19530","None","None","None"
"ATU_RS19535","None","Up","Up"
"ATU_RS19540","None","None","None"
"ATU_RS19545","None","None","None"
"ATU_RS19555","None","Up","Up"
"ATU_RS19560","None","None","None"
"ATU_RS19565","None","Down","None"
"ATU_RS19570","None","None","None"
"ATU_RS19575","None","Up","Up"
"ATU_RS19580","None","Up","Up"
"ATU_RS19585","None","None","Up"
"ATU_RS19590","None","Up","Up"
"ATU_RS19595","None","None","Up"
"ATU_RS19600","None","Up","None"
"ATU_RS19605","None","Up","Up"
"ATU_RS19610","None","Up","Up"
"ATU_RS19615","None","None","None"
"ATU_RS19625","None","None","None"
"ATU_RS19630","None","Up","Up"
"ATU_RS19635","None","None","None"
"ATU_RS19640","None","None","None"
"ATU_RS19645","None","Up","None"
"ATU_RS19650","None","None","Up"
"ATU_RS19655","None","None","Up"
"ATU_RS19660","None","Up","None"
"ATU_RS19665","None","Up","None"
"ATU_RS19670","None","None","Down"
"ATU_RS19675","None","Up","None"
"ATU_RS19680","None","Up","None"
"ATU_RS19685","None","Up","None"
"ATU_RS19690","None","None","None"
"ATU_RS19695","None","Down","Down"
"ATU_RS19705","None","None","None"
"ATU_RS19710","None","None","None"
"ATU_RS19715","None","Up","Up"
"ATU_RS19720","None","Up","Up"
"ATU_RS19725","None","None","None"
"ATU_RS19730","None","Up","None"
"ATU_RS19735","None","Up","None"
"ATU_RS19740","None","None","None"
"ATU_RS19745","None","None","None"
"ATU_RS19750","None","Up","None"
"ATU_RS19755","None","Up","None"
"ATU_RS19760","None","None","Down"
"ATU_RS19765","None","None","None"
"ATU_RS19770","None","Up","Down"
"ATU_RS19775","None","Up","None"
"ATU_RS19780","None","None","None"
"ATU_RS19785","None","None","None"
"ATU_RS19790","None","Up","None"
"ATU_RS19795","None","Up","None"
"ATU_RS19800","None","Up","None"
"ATU_RS19805","None","Up","None"
"ATU_RS19810","Up","Up","Up"
"ATU_RS19815","None","Up","Up"
"ATU_RS19820","None","Up","Up"
"ATU_RS19825","None","Up","Up"
"ATU_RS19830","None","Up","None"
"ATU_RS19835","None","Up","None"
"ATU_RS19840","None","Up","None"
"ATU_RS19845","None","Up","None"
"ATU_RS19850","None","Up","None"
"ATU_RS19855","None","None","None"
"ATU_RS19860","None","Up","None"
"ATU_RS19865","None","Up","None"
