"gene_id","CD0-ND0","CD3-ND3","CD4-ND4"
"ATU_RS07885","None","None","None"
"ATU_RS07890","None","None","None"
"ATU_RS07895","None","None","Up"
"ATU_RS07900","None","None","Up"
"ATU_RS07905","None","Down","None"
"ATU_RS07910","None","Down","Down"
"ATU_RS07915","None","Down","None"
"ATU_RS07920","None","None","None"
"ATU_RS07925","None","None","None"
"ATU_RS07930","None","None","None"
"ATU_RS07935","None","Down","None"
"ATU_RS07940","None","Up","Up"
"ATU_RS07945","None","Down","Down"
"ATU_RS07950","None","None","Down"
"ATU_RS07955","None","None","Down"
"ATU_RS07960","None","None","None"
"ATU_RS07965","None","None","None"
"ATU_RS07970","None","Up","None"
"ATU_RS07975","None","None","None"
"ATU_RS07980","None","None","None"
"ATU_RS07985","None","Up","None"
"ATU_RS07990","None","None","None"
"ATU_RS07995","None","None","None"
"ATU_RS08000","None","None","None"
"ATU_RS08005","None","Up","Up"
"ATU_RS08010","None","Down","None"
"ATU_RS08015","None","None","Up"
"ATU_RS08020","None","None","None"
"ATU_RS08025","None","Up","None"
"ATU_RS08030","None","Up","None"
"ATU_RS08035","None","Up","Up"
"ATU_RS08040","None","None","None"
"ATU_RS08045","None","None","Up"
"ATU_RS08050","None","None","None"
"ATU_RS08055","None","None","None"
"ATU_RS08060","None","Down","None"
"ATU_RS08070","None","None","None"
"ATU_RS08075","None","None","None"
"ATU_RS08080","None","None","None"
"ATU_RS08085","None","None","None"
"ATU_RS08090","None","None","None"
"ATU_RS08095","None","Up","None"
"ATU_RS08100","None","None","Down"
"ATU_RS08105","None","Up","None"
"ATU_RS08110","None","None","None"
"ATU_RS08115","None","Up","Up"
"ATU_RS08120","None","None","None"
"ATU_RS08125","None","None","None"
"ATU_RS08130","None","None","None"
"ATU_RS08135","None","None","None"
"ATU_RS08140","None","None","Up"
"ATU_RS08145","None","None","None"
"ATU_RS08150","None","None","None"
"ATU_RS08155","None","None","None"
"ATU_RS08160","None","Down","Down"
"ATU_RS08165","None","None","None"
"ATU_RS08170","None","Down","None"
"ATU_RS08175","None","None","Up"
"ATU_RS08180","None","None","None"
"ATU_RS08185","None","None","None"
"ATU_RS08190","None","Up","Up"
"ATU_RS08195","None","None","None"
"ATU_RS08200","None","None","None"
"ATU_RS08205","None","Up","None"
"ATU_RS08210","None","None","None"
"ATU_RS08215","None","None","None"
"ATU_RS08220","None","Up","None"
"ATU_RS08225","None","None","None"
"ATU_RS08230","None","None","Down"
"ATU_RS08235","None","Down","None"
"ATU_RS08240","None","Down","None"
"ATU_RS08245","None","None","None"
"ATU_RS08250","None","None","None"
"ATU_RS08255","None","Down","None"
"ATU_RS08260","None","None","None"
"ATU_RS08265","None","None","None"
"ATU_RS08270","None","None","None"
"ATU_RS08275","None","Up","None"
"ATU_RS08280","None","Down","None"
"ATU_RS08285","None","None","Down"
"ATU_RS08290","None","None","None"
"ATU_RS08295","None","None","None"
"ATU_RS08300","None","None","None"
"ATU_RS08305","None","Up","Up"
"ATU_RS08310","None","Up","None"
"ATU_RS08315","None","Up","None"
"ATU_RS08320","None","Up","None"
"ATU_RS08325","None","None","None"
"ATU_RS08330","None","None","None"
"ATU_RS08335","None","Down","None"
"ATU_RS08340","None","Down","None"
"ATU_RS08345","None","None","None"
"ATU_RS08350","None","None","None"
"ATU_RS08355","None","None","None"
"ATU_RS08360","None","Up","None"
"ATU_RS08365","None","Up","None"
"ATU_RS08370","None","None","None"
"ATU_RS08375","None","None","None"
"ATU_RS08380","None","Down","Down"
"ATU_RS08385","None","None","None"
"ATU_RS08390","None","None","None"
"ATU_RS08395","None","None","None"
"ATU_RS08400","None","None","Up"
"ATU_RS08405","None","Down","None"
"ATU_RS08410","None","None","None"
"ATU_RS08415","None","None","None"
"ATU_RS08420","None","None","None"
"ATU_RS08425","None","Down","None"
"ATU_RS08430","None","None","None"
"ATU_RS08435","None","None","None"
"ATU_RS08440","None","None","None"
"ATU_RS08445","None","None","None"
"ATU_RS08450","None","None","None"
"ATU_RS08460","None","None","None"
"ATU_RS08465","None","None","None"
"ATU_RS08470","None","Down","None"
"ATU_RS08475","None","Down","Down"
"ATU_RS08480","None","None","None"
"ATU_RS08485","None","Down","None"
"ATU_RS08490","None","None","Up"
"ATU_RS08495","None","None","None"
"ATU_RS08500","None","Up","Up"
"ATU_RS08505","None","Up","None"
"ATU_RS08510","None","None","None"
"ATU_RS08515","None","None","None"
"ATU_RS08520","None","None","None"
"ATU_RS08525","None","None","None"
"ATU_RS08530","None","None","None"
"ATU_RS08535","None","None","None"
"ATU_RS08540","None","None","None"
"ATU_RS08545","None","Down","Down"
"ATU_RS08550","None","None","None"
"ATU_RS08555","None","None","None"
"ATU_RS08560","None","None","None"
"ATU_RS08565","None","None","None"
"ATU_RS08570","None","Down","None"
"ATU_RS08575","None","Up","Up"
"ATU_RS08580","None","Up","None"
"ATU_RS08585","None","None","None"
"ATU_RS08590","None","None","None"
"ATU_RS08595","None","None","None"
"ATU_RS08600","None","Down","None"
"ATU_RS08605","None","None","None"
"ATU_RS08610","None","None","None"
"ATU_RS08615","None","None","None"
"ATU_RS08620","None","None","None"
"ATU_RS08625","None","None","None"
"ATU_RS08630","None","None","Down"
"ATU_RS08635","None","None","None"
"ATU_RS08640","None","None","Up"
"ATU_RS08645","None","None","None"
"ATU_RS08655","None","Up","Up"
"ATU_RS08660","None","Up","None"
"ATU_RS08665","None","Down","Down"
"ATU_RS08670","None","Down","Down"
"ATU_RS08675","None","None","Down"
"ATU_RS08680","None","None","None"
"ATU_RS08685","None","None","None"
"ATU_RS08690","None","None","None"
"ATU_RS08695","None","Down","None"
"ATU_RS08700","None","None","Up"
"ATU_RS08705","None","Up","Up"
"ATU_RS08710","None","None","None"
"ATU_RS08715","None","None","None"
"ATU_RS08720","None","Up","None"
"ATU_RS08725","None","None","None"
"ATU_RS08730","None","Up","Up"
"ATU_RS08735","None","None","None"
"ATU_RS08740","None","None","None"
"ATU_RS08745","None","None","None"
"ATU_RS08750","None","Down","Down"
"ATU_RS08755","None","None","None"
"ATU_RS08760","None","None","None"
"ATU_RS08765","None","None","Down"
"ATU_RS08770","None","None","None"
"ATU_RS08775","None","None","None"
"ATU_RS08780","None","None","None"
"ATU_RS08785","None","None","None"
"ATU_RS08790","None","None","None"
"ATU_RS08795","None","Up","Up"
"ATU_RS08800","None","None","None"
"ATU_RS08805","None","None","Up"
"ATU_RS08810","None","Down","Up"
"ATU_RS08815","None","None","None"
"ATU_RS08820","None","None","None"
"ATU_RS08825","None","Down","Down"
"ATU_RS08830","None","Down","None"
"ATU_RS08835","None","None","None"
"ATU_RS08840","None","Down","None"
"ATU_RS08845","None","None","None"
"ATU_RS08850","None","Up","None"
"ATU_RS08855","None","None","None"
"ATU_RS08860","None","Down","Down"
"ATU_RS08865","None","None","None"
"ATU_RS08870","None","Down","Down"
"ATU_RS08875","None","None","None"
"ATU_RS08880","None","None","None"
"ATU_RS08885","None","None","None"
"ATU_RS08890","None","None","None"
"ATU_RS08895","None","None","None"
"ATU_RS08900","None","None","None"
"ATU_RS08905","None","None","None"
"ATU_RS08910","None","Down","None"
"ATU_RS08915","None","Down","None"
"ATU_RS08920","None","Down","None"
"ATU_RS08925","None","Down","None"
"ATU_RS08930","None","Down","None"
"ATU_RS08935","None","Up","Up"
"ATU_RS08940","None","Down","Down"
"ATU_RS08945","None","None","None"
"ATU_RS08950","None","Down","None"
"ATU_RS08955","None","Up","None"
"ATU_RS08960","None","None","None"
"ATU_RS08965","None","Up","None"
"ATU_RS08970","None","None","None"
"ATU_RS08975","None","Down","None"
"ATU_RS08980","None","None","None"
"ATU_RS08985","None","None","None"
"ATU_RS08990","None","Up","Up"
"ATU_RS08995","None","None","None"
"ATU_RS09000","None","Up","None"
"ATU_RS09005","None","None","None"
"ATU_RS09010","None","None","Down"
"ATU_RS09015","None","Down","None"
"ATU_RS09020","None","Down","Down"
"ATU_RS09025","None","Down","None"
"ATU_RS09030","None","None","None"
"ATU_RS09035","None","None","None"
"ATU_RS09040","None","None","None"
"ATU_RS09045","None","None","None"
"ATU_RS09050","None","Down","Down"
"ATU_RS09055","None","None","None"
"ATU_RS09060","None","None","None"
"ATU_RS09065","None","Down","Down"
"ATU_RS09070","None","Down","None"
"ATU_RS09075","None","Down","Down"
"ATU_RS09080","None","None","None"
"ATU_RS09085","None","Down","Down"
"ATU_RS09090","None","None","None"
"ATU_RS09095","None","None","Down"
"ATU_RS09100","None","Down","Down"
"ATU_RS09105","None","None","None"
"ATU_RS09110","None","Up","None"
"ATU_RS09115","None","None","None"
"ATU_RS09120","None","None","None"
"ATU_RS09125","None","None","Down"
"ATU_RS09130","None","None","None"
"ATU_RS09135","None","None","None"
"ATU_RS09140","None","None","None"
"ATU_RS09145","None","Down","Down"
"ATU_RS09150","None","None","None"
"ATU_RS09155","None","None","None"
"ATU_RS09160","None","None","None"
"ATU_RS09165","None","None","None"
"ATU_RS09170","None","Up","None"
"ATU_RS09175","None","None","None"
"ATU_RS09180","None","None","None"
"ATU_RS09185","None","None","None"
"ATU_RS09190","None","Up","None"
"ATU_RS09195","None","Up","None"
"ATU_RS09200","None","None","None"
"ATU_RS09205","None","Down","None"
"ATU_RS09210","None","Down","None"
"ATU_RS09215","None","Down","Down"
"ATU_RS09220","None","None","None"
"ATU_RS09225","None","Up","None"
"ATU_RS09230","None","None","None"
"ATU_RS09235","None","None","None"
"ATU_RS09240","None","None","Down"
"ATU_RS09245","None","Up","None"
"ATU_RS09250","None","None","None"
"ATU_RS09255","None","Up","None"
"ATU_RS09260","None","None","Up"
"ATU_RS09270","None","Up","Up"
"ATU_RS09275","None","Up","Up"
"ATU_RS09280","None","None","None"
"ATU_RS09285","None","None","Up"
"ATU_RS09290","None","Up","Up"
"ATU_RS09295","None","Up","Up"
"ATU_RS09300","None","Up","None"
"ATU_RS09305","None","None","None"
"ATU_RS09310","None","None","None"
"ATU_RS09315","None","None","None"
"ATU_RS09320","None","None","None"
"ATU_RS09325","None","None","None"
"ATU_RS09330","None","None","None"
"ATU_RS09335","None","Up","Up"
"ATU_RS09340","None","Down","None"
"ATU_RS09345","None","None","None"
"ATU_RS09350","None","None","None"
"ATU_RS09355","None","None","None"
"ATU_RS09360","None","Up","None"
"ATU_RS09365","None","Down","Down"
"ATU_RS09370","None","None","Up"
"ATU_RS09375","None","None","Up"
"ATU_RS09380","None","Up","None"
"ATU_RS09385","None","None","Up"
"ATU_RS09390","None","Down","Down"
"ATU_RS09395","None","Down","Down"
"ATU_RS09400","None","Down","Down"
"ATU_RS09405","None","Down","None"
"ATU_RS09410","None","Down","Down"
"ATU_RS09415","None","Down","Down"
"ATU_RS09420","None","Down","Down"
"ATU_RS09425","None","Down","Down"
"ATU_RS09430","None","Down","Down"
"ATU_RS09435","None","Down","Down"
"ATU_RS09440","None","Down","Down"
"ATU_RS09445","None","Down","Down"
"ATU_RS09450","None","Down","Down"
"ATU_RS09455","None","Down","Down"
"ATU_RS09460","None","Down","Down"
"ATU_RS09465","None","Down","Down"
"ATU_RS09470","None","Down","Down"
"ATU_RS09475","None","Down","Down"
"ATU_RS09480","None","Down","Down"
"ATU_RS09485","None","Down","Down"
"ATU_RS09490","None","Down","Down"
"ATU_RS09495","None","Down","Down"
"ATU_RS09500","None","Down","Down"
"ATU_RS09505","None","Down","Down"
"ATU_RS09510","None","Down","Down"
"ATU_RS09515","None","Down","Down"
"ATU_RS09520","None","Down","None"
"ATU_RS09525","None","Down","Down"
"ATU_RS09530","None","Down","Down"
"ATU_RS09535","None","Down","Down"
"ATU_RS09540","None","Down","Down"
"ATU_RS09545","None","Down","Down"
"ATU_RS09550","None","Down","None"
"ATU_RS09555","None","Up","Up"
"ATU_RS09560","None","Down","None"
"ATU_RS09565","None","Down","Down"
"ATU_RS09570","None","Down","Down"
"ATU_RS09575","None","Down","Down"
"ATU_RS09580","None","Down","Down"
"ATU_RS09585","None","Down","Down"
"ATU_RS09590","None","Down","None"
"ATU_RS09595","None","Down","None"
"ATU_RS09600","None","None","None"
"ATU_RS09605","None","Down","None"
"ATU_RS09610","None","Down","Down"
"ATU_RS09615","None","None","None"
"ATU_RS09625","None","None","None"
"ATU_RS09630","None","Down","Down"
"ATU_RS09635","None","None","None"
"ATU_RS09640","None","None","None"
"ATU_RS09645","None","None","Up"
"ATU_RS09650","None","None","Up"
"ATU_RS09655","None","None","Up"
"ATU_RS09660","None","None","Up"
"ATU_RS09665","None","None","Up"
"ATU_RS09670","None","None","None"
"ATU_RS09675","None","Down","None"
"ATU_RS09680","None","None","None"
"ATU_RS09685","None","Up","Up"
"ATU_RS09690","None","Down","None"
"ATU_RS09695","None","Down","Down"
"ATU_RS09700","None","Down","None"
"ATU_RS09705","None","None","None"
"ATU_RS09710","None","None","None"
"ATU_RS09715","None","None","None"
"ATU_RS09720","None","None","None"
"ATU_RS09725","None","None","Up"
"ATU_RS09730","None","None","None"
"ATU_RS09735","None","None","None"
"ATU_RS09740","None","Down","None"
"ATU_RS09745","None","None","None"
"ATU_RS09750","None","Down","Down"
"ATU_RS09755","None","Down","Down"
"ATU_RS09760","None","None","None"
"ATU_RS09765","None","Down","None"
"ATU_RS09770","None","Down","None"
"ATU_RS09775","None","None","None"
"ATU_RS09780","None","None","None"
"ATU_RS09785","None","Up","Up"
"ATU_RS09790","None","None","None"
"ATU_RS09795","None","None","None"
"ATU_RS09800","None","None","None"
"ATU_RS09805","None","Up","Up"
"ATU_RS09810","None","None","None"
"ATU_RS09815","None","None","None"
"ATU_RS09820","None","None","None"
"ATU_RS09825","None","Up","None"
"ATU_RS09830","None","Up","None"
"ATU_RS09835","None","None","Down"
"ATU_RS09840","None","None","None"
"ATU_RS09845","None","None","Down"
"ATU_RS09850","None","Up","None"
"ATU_RS09855","None","None","None"
"ATU_RS09860","None","Down","Down"
"ATU_RS09865","None","None","None"
"ATU_RS09870","None","None","None"
"ATU_RS09875","None","Down","Down"
"ATU_RS09880","None","None","None"
"ATU_RS09885","None","None","Down"
"ATU_RS09890","None","None","None"
"ATU_RS09895","None","Up","Up"
"ATU_RS09900","None","None","None"
"ATU_RS09905","None","None","None"
"ATU_RS09910","None","Down","None"
"ATU_RS09915","None","None","None"
"ATU_RS09920","None","None","None"
"ATU_RS09925","None","None","None"
"ATU_RS09930","None","Up","None"
"ATU_RS09935","None","Up","Up"
"ATU_RS09940","None","Down","None"
"ATU_RS09945","None","Down","None"
"ATU_RS09950","None","None","None"
"ATU_RS09955","None","Up","None"
"ATU_RS09960","None","None","None"
"ATU_RS09965","None","None","None"
"ATU_RS09970","None","None","None"
"ATU_RS09975","None","None","None"
"ATU_RS09980","None","Down","None"
"ATU_RS09985","None","None","Down"
"ATU_RS09990","None","None","None"
"ATU_RS09995","None","None","None"
"ATU_RS10000","None","Down","Down"
"ATU_RS10005","None","None","Up"
"ATU_RS10010","None","None","None"
"ATU_RS10015","None","None","None"
"ATU_RS10020","None","Up","None"
"ATU_RS10025","None","None","None"
"ATU_RS10030","None","None","None"
"ATU_RS10035","None","None","Up"
"ATU_RS10040","None","None","None"
"ATU_RS10045","None","None","None"
"ATU_RS10050","None","None","None"
"ATU_RS10055","None","None","None"
"ATU_RS10060","None","None","None"
"ATU_RS10065","None","None","None"
"ATU_RS10070","None","None","None"
"ATU_RS10075","None","None","None"
"ATU_RS10080","None","Up","None"
"ATU_RS10085","None","None","None"
"ATU_RS10090","None","Up","Up"
"ATU_RS10095","None","None","None"
"ATU_RS10100","None","Up","None"
"ATU_RS10105","None","None","Up"
"ATU_RS10110","None","None","None"
"ATU_RS10115","None","None","None"
"ATU_RS10120","None","Down","None"
"ATU_RS10130","None","Down","Down"
"ATU_RS10135","None","None","None"
"ATU_RS10140","None","None","None"
"ATU_RS10145","None","Up","None"
"ATU_RS10150","None","None","None"
"ATU_RS10155","None","None","None"
"ATU_RS10160","None","None","None"
"ATU_RS10165","None","None","None"
"ATU_RS10170","None","Up","None"
"ATU_RS10175","None","Down","None"
"ATU_RS10180","Down","None","None"
"ATU_RS10185","None","Down","None"
"ATU_RS10190","None","Down","None"
"ATU_RS10195","None","None","None"
"ATU_RS10200","None","None","None"
"ATU_RS10205","None","Down","None"
"ATU_RS10210","None","None","Up"
"ATU_RS10215","None","None","None"
"ATU_RS10220","None","Down","None"
"ATU_RS10225","None","None","None"
"ATU_RS10230","None","Down","None"
"ATU_RS10235","None","None","None"
"ATU_RS10240","None","None","None"
"ATU_RS10245","None","None","None"
"ATU_RS10250","None","None","None"
"ATU_RS10255","None","None","Up"
"ATU_RS10260","None","Up","Up"
"ATU_RS10265","None","Up","Up"
"ATU_RS10270","None","None","None"
"ATU_RS10275","None","Up","Up"
"ATU_RS10280","None","Up","Up"
"ATU_RS10290","None","None","None"
"ATU_RS10300","Up","Up","Up"
"ATU_RS10305","None","None","None"
"ATU_RS10310","None","None","None"
"ATU_RS10315","None","Up","None"
"ATU_RS10320","None","Up","Up"
"ATU_RS10325","None","None","Up"
"ATU_RS10330","None","None","None"
"ATU_RS10335","None","None","None"
"ATU_RS10340","None","None","None"
"ATU_RS10345","None","None","Down"
"ATU_RS10350","None","None","Down"
"ATU_RS10355","None","None","None"
"ATU_RS10360","None","None","None"
"ATU_RS10365","None","None","None"
"ATU_RS10370","None","None","None"
"ATU_RS10375","None","None","None"
"ATU_RS10380","None","None","None"
"ATU_RS10385","None","None","Up"
"ATU_RS10390","None","Up","Up"
"ATU_RS10395","None","None","None"
"ATU_RS10400","None","Down","Down"
"ATU_RS10405","None","None","None"
"ATU_RS10410","None","Down","None"
"ATU_RS10415","None","None","None"
"ATU_RS10420","None","None","None"
"ATU_RS10425","None","Down","Down"
"ATU_RS10430","None","Down","None"
"ATU_RS10435","None","None","None"
"ATU_RS10440","None","None","None"
"ATU_RS10445","None","None","Down"
"ATU_RS10450","None","None","None"
"ATU_RS10455","None","None","Down"
"ATU_RS10460","None","None","Down"
"ATU_RS10465","None","None","Down"
"ATU_RS10470","None","None","None"
"ATU_RS10475","None","Up","Up"
"ATU_RS10480","None","None","Down"
"ATU_RS10485","None","Up","None"
"ATU_RS10490","None","None","None"
"ATU_RS10495","None","None","None"
"ATU_RS10500","None","Down","Down"
"ATU_RS10505","None","None","None"
"ATU_RS10510","None","None","None"
"ATU_RS10515","None","None","Up"
"ATU_RS10520","None","None","None"
"ATU_RS10525","None","None","None"
"ATU_RS10530","None","None","Up"
"ATU_RS10535","None","None","None"
"ATU_RS10540","None","None","None"
"ATU_RS10545","None","None","None"
"ATU_RS10550","None","None","None"
"ATU_RS10555","None","None","None"
"ATU_RS10560","None","None","None"
"ATU_RS10565","None","None","None"
"ATU_RS10570","None","None","None"
"ATU_RS10575","None","None","Down"
"ATU_RS10580","None","Down","Down"
"ATU_RS10585","None","None","None"
"ATU_RS10590","None","Down","Down"
"ATU_RS10595","None","Down","None"
"ATU_RS10600","None","Up","Up"
"ATU_RS10605","None","Up","None"
"ATU_RS10610","None","None","None"
"ATU_RS10615","None","None","None"
"ATU_RS10620","None","None","Down"
"ATU_RS10625","None","None","None"
"ATU_RS10630","None","None","None"
"ATU_RS10635","None","Up","Up"
"ATU_RS10640","None","Down","None"
"ATU_RS10645","None","None","None"
"ATU_RS10650","None","None","None"
"ATU_RS10655","None","Up","Up"
"ATU_RS10660","None","Up","Up"
"ATU_RS10665","None","Down","Down"
"ATU_RS10670","None","None","None"
"ATU_RS10675","None","None","None"
"ATU_RS10680","None","Down","Down"
"ATU_RS10685","None","None","None"
"ATU_RS10690","None","None","None"
"ATU_RS10695","None","None","None"
"ATU_RS10700","None","None","None"
"ATU_RS10705","None","Up","Up"
"ATU_RS10710","None","Up","None"
"ATU_RS10715","None","Down","Down"
"ATU_RS10720","None","None","None"
"ATU_RS10725","None","Down","Down"
"ATU_RS10730","None","None","None"
"ATU_RS10735","None","None","None"
"ATU_RS10740","None","None","None"
"ATU_RS10745","None","Down","Down"
"ATU_RS10750","None","None","None"
"ATU_RS10755","None","None","None"
"ATU_RS10760","None","None","None"
"ATU_RS10765","None","None","None"
"ATU_RS10770","None","None","None"
"ATU_RS10775","None","None","None"
"ATU_RS10780","None","None","None"
"ATU_RS10785","None","None","Down"
"ATU_RS10790","None","None","None"
"ATU_RS10795","None","None","None"
"ATU_RS10800","None","Up","None"
"ATU_RS10805","None","None","None"
"ATU_RS10810","None","None","None"
"ATU_RS10815","None","None","Down"
"ATU_RS10820","None","None","None"
"ATU_RS10825","None","Up","None"
"ATU_RS10830","None","Up","None"
"ATU_RS10835","None","Down","None"
"ATU_RS10840","None","None","None"
"ATU_RS10845","None","None","None"
"ATU_RS10850","None","Up","Up"
"ATU_RS10855","None","Up","Up"
"ATU_RS10860","None","None","None"
"ATU_RS10865","None","Down","Down"
"ATU_RS10870","None","None","None"
"ATU_RS10875","None","None","None"
"ATU_RS10880","None","None","None"
"ATU_RS10885","None","None","None"
"ATU_RS10890","None","None","None"
"ATU_RS10895","None","None","None"
"ATU_RS10900","None","None","None"
"ATU_RS10905","None","None","None"
"ATU_RS10910","None","None","None"
"ATU_RS10915","None","Down","Down"
"ATU_RS10920","None","Down","Down"
"ATU_RS10925","None","Down","Down"
"ATU_RS10930","None","Up","Up"
"ATU_RS10935","None","None","None"
"ATU_RS10940","None","None","None"
"ATU_RS10945","None","None","None"
"ATU_RS10950","None","None","None"
"ATU_RS10955","None","Up","Up"
"ATU_RS10960","None","None","None"
"ATU_RS10965","None","None","None"
"ATU_RS10970","None","Down","Down"
"ATU_RS10975","None","Down","Down"
"ATU_RS10980","None","None","None"
"ATU_RS10985","None","None","None"
"ATU_RS10990","None","Up","Down"
"ATU_RS10995","None","None","None"
"ATU_RS11000","None","Up","Up"
"ATU_RS11005","None","Up","Up"
"ATU_RS11010","None","Up","Up"
"ATU_RS11015","None","None","None"
"ATU_RS11020","None","None","None"
"ATU_RS11025","None","Down","None"
"ATU_RS11030","None","None","None"
"ATU_RS11035","None","None","None"
"ATU_RS11040","None","Up","None"
"ATU_RS11045","None","Down","None"
"ATU_RS11050","None","Up","None"
"ATU_RS11055","None","None","None"
"ATU_RS11060","None","None","Up"
"ATU_RS11065","None","None","Up"
"ATU_RS11070","None","None","Up"
"ATU_RS11075","None","Down","Down"
"ATU_RS11080","None","None","Down"
"ATU_RS11085","None","Up","Up"
"ATU_RS11090","None","None","Up"
"ATU_RS11095","None","Down","Down"
"ATU_RS11100","Down","Down","Down"
"ATU_RS11105","None","None","None"
"ATU_RS11110","None","None","Up"
"ATU_RS11115","None","Down","None"
"ATU_RS11120","None","None","None"
"ATU_RS11125","None","None","None"
"ATU_RS11130","None","None","None"
"ATU_RS11135","None","None","None"
"ATU_RS11140","None","Down","Down"
"ATU_RS11145","None","Down","Down"
"ATU_RS11150","None","None","None"
"ATU_RS11155","None","None","None"
"ATU_RS11160","None","None","None"
"ATU_RS11165","None","None","None"
"ATU_RS11170","None","Down","None"
"ATU_RS11175","None","None","None"
"ATU_RS11180","None","None","None"
"ATU_RS11185","None","None","Down"
"ATU_RS11190","None","None","None"
"ATU_RS11195","None","None","None"
"ATU_RS11200","None","Down","Down"
"ATU_RS11205","None","Up","None"
"ATU_RS11210","None","Up","None"
"ATU_RS11215","None","None","None"
"ATU_RS11220","None","None","None"
"ATU_RS11225","None","Down","Down"
"ATU_RS11230","None","None","None"
"ATU_RS11235","None","Down","Down"
"ATU_RS11240","None","Up","None"
"ATU_RS11245","None","Down","None"
"ATU_RS11250","None","Up","None"
"ATU_RS11255","None","None","None"
"ATU_RS11260","None","None","None"
"ATU_RS11265","None","None","None"
"ATU_RS11270","None","None","None"
"ATU_RS11275","None","None","None"
"ATU_RS11280","None","Up","None"
"ATU_RS11285","None","Up","None"
"ATU_RS11290","None","None","None"
"ATU_RS11295","None","None","None"
"ATU_RS11300","None","None","None"
"ATU_RS11305","None","Up","Up"
"ATU_RS11310","None","None","None"
"ATU_RS11315","None","None","None"
"ATU_RS11320","None","Up","Up"
"ATU_RS11325","None","Up","None"
"ATU_RS11330","None","Up","Up"
"ATU_RS11335","None","None","None"
"ATU_RS11340","None","None","None"
"ATU_RS11345","None","Up","None"
"ATU_RS11350","None","None","None"
"ATU_RS11355","None","None","None"
"ATU_RS11360","None","Up","None"
"ATU_RS11365","None","None","None"
"ATU_RS11370","None","Up","None"
"ATU_RS11375","None","Up","None"
"ATU_RS11380","None","Up","None"
"ATU_RS11385","None","None","None"
"ATU_RS11390","None","Down","Down"
"ATU_RS11395","None","Up","Up"
"ATU_RS11400","None","None","None"
"ATU_RS11405","None","None","None"
"ATU_RS11410","None","Up","None"
"ATU_RS11415","None","None","None"
"ATU_RS11420","None","None","None"
"ATU_RS11425","None","None","Down"
"ATU_RS11430","None","None","None"
"ATU_RS11435","None","None","None"
"ATU_RS11440","None","None","Down"
"ATU_RS11445","None","None","Down"
"ATU_RS11450","None","None","None"
"ATU_RS11455","None","Down","None"
"ATU_RS11460","None","Down","None"
"ATU_RS11465","None","Down","None"
"ATU_RS11470","None","Up","Up"
"ATU_RS11475","None","None","None"
"ATU_RS11480","None","Up","Up"
"ATU_RS11485","None","None","None"
"ATU_RS11490","None","Up","Up"
"ATU_RS11495","None","None","Up"
"ATU_RS11500","None","None","None"
"ATU_RS11505","None","Up","None"
"ATU_RS11510","None","Up","None"
"ATU_RS11515","None","Up","Up"
"ATU_RS11520","None","None","None"
"ATU_RS11525","None","Up","None"
"ATU_RS11530","None","None","None"
"ATU_RS11535","None","Down","None"
"ATU_RS11540","None","None","None"
"ATU_RS11545","None","Up","Up"
"ATU_RS11550","None","Up","Up"
"ATU_RS11555","None","None","Up"
"ATU_RS11560","None","None","None"
"ATU_RS11565","None","Up","None"
"ATU_RS11570","None","Up","Up"
"ATU_RS11575","None","None","None"
"ATU_RS11580","None","None","None"
"ATU_RS11585","None","None","None"
"ATU_RS11590","None","None","None"
"ATU_RS11595","None","None","None"
"ATU_RS11600","None","None","None"
"ATU_RS11605","None","Up","Up"
"ATU_RS11610","None","None","Up"
"ATU_RS11615","None","None","None"
"ATU_RS11620","None","Up","None"
"ATU_RS11625","None","None","Down"
"ATU_RS11630","None","Up","None"
"ATU_RS11635","None","Up","None"
"ATU_RS11640","None","Up","Down"
"ATU_RS11645","None","Up","None"
"ATU_RS11650","None","None","Down"
"ATU_RS11655","None","None","None"
"ATU_RS11660","None","None","None"
"ATU_RS11665","None","Down","Down"
"ATU_RS11670","None","None","None"
"ATU_RS11675","None","None","Down"
"ATU_RS11680","None","None","None"
"ATU_RS11685","None","Down","None"
"ATU_RS11690","None","Down","Down"
"ATU_RS11695","None","None","None"
"ATU_RS11700","None","Down","Down"
"ATU_RS11705","None","None","None"
"ATU_RS11710","None","Down","Down"
"ATU_RS11715","None","Down","None"
"ATU_RS11720","None","Down","Down"
"ATU_RS11725","None","None","None"
"ATU_RS11730","None","Down","None"
"ATU_RS11735","None","None","None"
"ATU_RS11740","None","None","None"
"ATU_RS11745","None","None","Down"
"ATU_RS11750","None","Up","Down"
"ATU_RS11755","None","Up","Down"
"ATU_RS11760","None","Up","Down"
"ATU_RS11765","None","Up","Down"
"ATU_RS11770","None","None","None"
"ATU_RS11775","None","Down","None"
"ATU_RS11780","None","None","Down"
"ATU_RS11785","None","Up","Down"
"ATU_RS11790","None","Up","None"
"ATU_RS11795","None","None","None"
"ATU_RS11800","None","None","None"
"ATU_RS11805","None","Up","None"
"ATU_RS11810","None","None","Down"
"ATU_RS11815","None","None","None"
"ATU_RS11820","None","None","None"
"ATU_RS11825","None","None","None"
"ATU_RS11830","None","None","None"
"ATU_RS11835","None","None","None"
"ATU_RS11840","None","Up","Up"
"ATU_RS11845","None","None","None"
"ATU_RS11850","None","Up","Up"
"ATU_RS11855","None","Up","Up"
"ATU_RS11860","None","Down","Down"
