GeneID	old	Name
ATU_RS07180	Atu1457	Atu1457
ATU_RS07185	Atu1458	mvrA
ATU_RS07190	Atu1459	Atu1459
ATU_RS07195	Atu1460	Atu1460
ATU_RS07200	Atu1461	Atu1461
ATU_RS07205	Atu1462	gcvP
ATU_RS07210	Atu1463	gcvH
ATU_RS07215	Atu1464	gcvT
ATU_RS07225	Atu1467	Atu1467
ATU_RS07230	Atu1468	Atu1468
ATU_RS07235	Atu1469	Atu1469
ATU_RS07240	Atu1470	crcB
ATU_RS07245	Atu1471	rluC
ATU_RS07250	Atu1472	Atu1472
ATU_RS07255	Atu1473	Atu1473
ATU_RS07260	Atu1474	Atu1474
ATU_RS07265	Atu1475	Atu1475
ATU_RS07270	Atu1476	Atu1476
ATU_RS07275	Atu1477	Atu1477
ATU_RS07280	Atu1478	Atu1478
ATU_RS07285	Atu8157	Atu8157
ATU_RS07290	Atu1480	Atu1480
ATU_RS07295	Atu1481	Atu1481
ATU_RS07300	Atu1482	Atu1482
ATU_RS07305	Atu1483	Atu1483
ATU_RS07310	Atu1484	prtR
ATU_RS07315	Atu1485	prtI
ATU_RS07320	Atu1486	Atu1486
ATU_RS07325	Atu1487	Atu1487
ATU_RS07330	Atu1488	tnp
ATU_RS07335	Atu1489	arsH
ATU_RS07340	Atu1490	arsC
ATU_RS07345	Atu1491	Atu1491
ATU_RS07355	Atu1492	Atu1492
ATU_RS07360	Atu1493	clc
ATU_RS07365	Atu1494	Atu1494
ATU_RS07370	Atu1495	Atu1495
ATU_RS07375	Atu1496	metS
ATU_RS07380	Atu1497	holB
ATU_RS07385	Atu1498	tmk
ATU_RS07390	Atu1499	dac
ATU_RS07395	Atu1500	rlpA
ATU_RS07400	Atu1501	Atu1501
ATU_RS07405	Atu1502	Atu1502
ATU_RS07410	Atu8017	Atu8017
ATU_RS07415	Atu1503	Atu1503
ATU_RS07425	Atu8090	Atu8090
ATU_RS07430	Atu1505	dac
ATU_RS07435	Atu1506	Atu1506
ATU_RS07440	Atu1507	gyrA
ATU_RS07445	Atu1508	Atu1508
ATU_RS07450	Atu1509	Atu1509
ATU_RS07455	Atu1510	Atu1510
ATU_RS07460	Atu1511	Atu1511
ATU_RS07465	Atu1512	ssb
ATU_RS07470	Atu1513	uvrA
ATU_RS07475	Atu1514	Atu1514
ATU_RS07480	Atu1515	Atu1515
ATU_RS07485	Atu1516	Atu1516
ATU_RS07490	Atu1517	Atu1517
ATU_RS07495	Atu1518	zur
ATU_RS07500	Atu1519	znuB
ATU_RS07505	Atu1520	znuC
ATU_RS07510	Atu1521	znuA
ATU_RS07515	Atu1522	Atu1522
ATU_RS07520	Atu1523	manA
ATU_RS07525	Atu1524	Atu1524
ATU_RS07530	Atu1525	Atu1525
ATU_RS07535	Atu1526	gntZ
ATU_RS07540	Atu1527	fixS
ATU_RS07545	Atu1528	fixI
ATU_RS07550	Atu1529	fixH
ATU_RS07555	Atu1530	fixG
ATU_RS07560	Atu1531	Atu1531
ATU_RS07565	Atu1532	Atu1532
ATU_RS07570	Atu1533	Atu1533
ATU_RS07575	Atu1534	fixP
ATU_RS07580	Atu1535	fixQ
ATU_RS07585	Atu1536	fixO
ATU_RS07590	Atu1537	fixN
ATU_RS07595	Atu1539	hvsT
ATU_RS07600	Atu1540	Atu1540
ATU_RS07605	Atu1541	Atu1541
ATU_RS07610	Atu1542	cobP
ATU_RS07620	Atu1544	Atu1544
ATU_RS07625	Atu1545	Atu1545
ATU_RS07630	Atu1546	Atu1546
ATU_RS07635	Atu1547	mgtE
ATU_RS07640	Atu1548	fdhF
ATU_RS07645	Atu1549	Atu1549
ATU_RS07650	Atu1550	def
ATU_RS07655	Atu1551	Atu1551
ATU_RS07660	Atu1553	Atu1553
ATU_RS07665	Atu1555	Atu1555
ATU_RS07670	Atu1556	lipB
ATU_RS07675	Atu1557	Atu1557
ATU_RS07680	Atu1558	Atu1558
ATU_RS07685	Atu1559	Atu1559
ATU_RS07690	Atu1560	crtB
ATU_RS07695	Atu1561	Atu1561
ATU_RS07700	Atu1562	secD
ATU_RS07705	Atu1563	yajC
ATU_RS07710	Atu1564	Atu1564
ATU_RS07715	Atu1565	cysE
ATU_RS07720	Atu1567	fdhA
ATU_RS07725	Atu1568	Atu1568
ATU_RS07730	Atu1569	cyc
ATU_RS07740	Atu1571	cysE
ATU_RS07745	Atu1572	Atu1572
ATU_RS07750	Atu1573	Atu1573
ATU_RS07755	Atu1574	nah
ATU_RS07760	Atu1575	metC
ATU_RS07765	Atu1577	Atu1577
ATU_RS07770	Atu1578	Atu1578
ATU_RS07775	Atu1579	Atu1579
ATU_RS07780	Atu1580	Atu1580
ATU_RS07785	Atu1583	Atu1583
ATU_RS07790	Atu1585	Atu1585
ATU_RS07795	Atu1586	recJ
ATU_RS07805	Atu1588	hom
ATU_RS07810	Atu1589	Atu1589
ATU_RS07815	Atu1590	iunH
ATU_RS07820	Atu1591	Atu1591
ATU_RS07825	Atu1592	Atu1592
ATU_RS07830	Atu1594	msbB
ATU_RS07835	Atu1595	Atu1595
ATU_RS07840	Atu1596	fabF
ATU_RS07845	Atu1597	fabF
ATU_RS07850	Atu1599	fabZ
ATU_RS07855	Atu1600	acpP
ATU_RS07860	Atu1601	hemN
ATU_RS07865	Atu1602	fnrN
ATU_RS07870	Atu8159	Atu8159
ATU_RS07875	Atu1604	phbC
ATU_RS07880	Atu1605	sfsA
ATU_RS07885	Atu1606	map
ATU_RS07890	Atu1607	radC
ATU_RS07895	Atu1608	Atu1608
ATU_RS07900	Atu1609	Atu1609
ATU_RS07905	Atu1610	dhs
ATU_RS07910	Atu1611	gor
ATU_RS07915	Atu8160	Atu8160
ATU_RS07920	Atu1613	rpiA
ATU_RS07925	Atu1614	gph
ATU_RS07930	Atu1615	Atu1615
ATU_RS07935	Atu1616	fumC
ATU_RS07940	Atu1617	Atu1617
ATU_RS07945	Atu1618	pyrG
ATU_RS07950	Atu1619	secG
ATU_RS07955	Atu1620	tpiA
ATU_RS07960	Atu1621	Atu1621
ATU_RS07965	Atu1622	gyrB
ATU_RS07970	Atu1623	Atu1623
ATU_RS07975	Atu1624	Atu1624
ATU_RS07980	Atu1625	Atu1625
ATU_RS07985	Atu1626	Atu1626
ATU_RS07990	Atu1627	clpP
ATU_RS07995	Atu1628	Atu1628
ATU_RS08000	Atu1629	Atu1629
ATU_RS08005	Atu1630	Atu1630
ATU_RS08010	Atu1631	rrpX
ATU_RS08015	Atu1632	Atu1632
ATU_RS08020	Atu1633	kefA
ATU_RS08025	Atu1634	Atu1634
ATU_RS08030	Atu1635	Atu1635
ATU_RS08035	Atu1636	Atu1636
ATU_RS08040	Atu1637	Atu1637
ATU_RS08045	Atu8018	Atu8018
ATU_RS08060	Atu1640	Atu1640
ATU_RS08070	Atu1643	Atu1643
ATU_RS08075	Atu1644	Atu1644
ATU_RS08080	Atu1645	Atu1645
ATU_RS08085	Atu1646	Atu1646
ATU_RS08090	Atu1647	Atu1647
ATU_RS08095	Atu1648	Atu1648
ATU_RS08100	Atu1649	Atu1649
ATU_RS08105	Atu1650	Atu1650
ATU_RS08110	Atu1652	maeB
ATU_RS08115	Atu1653	Atu1653
ATU_RS08120	Atu1654	Atu1654
ATU_RS08125	Atu1656	tolB
ATU_RS08130	Atu1657	nadE
ATU_RS08135	Atu1658	cgmA
ATU_RS08140	Atu1659	Atu1659
ATU_RS08145	Atu1661	sthA
ATU_RS08150	Atu1662	Atu1662
ATU_RS08155	Atu1663	Atu1663
ATU_RS08160	Atu1664	tig
ATU_RS08165	Atu1665	Atu1665
ATU_RS08175	Atu8161	Atu8161
ATU_RS08180	Atu1669	gidA
ATU_RS08185	Atu1670	adhC
ATU_RS08190	Atu8112	Atu8112
ATU_RS08195	Atu8162	Atu8162
ATU_RS08200	Atu1672	fadD
ATU_RS08205	Atu1673	lysA
ATU_RS08210	Atu1674	Atu1674
ATU_RS08215	Atu1675	Atu1675
ATU_RS08220	Atu1676	pabB
ATU_RS08225	Atu1677	tgt
ATU_RS08230	Atu1678	queA
ATU_RS08235	Atu1679	ppiB
ATU_RS08240	Atu1680	ppiB
ATU_RS08245	Atu1681	coaD
ATU_RS08250	Atu1683	Atu1683
ATU_RS08255	Atu1686	ppiD
ATU_RS08260	Atu1687	trpD
ATU_RS08265	Atu1688	trpC
ATU_RS08270	Atu1689	moaC
ATU_RS08275	Atu1690	moeA
ATU_RS08280	Atu1691	Atu1691
ATU_RS08285	Atu1692	Atu1692
ATU_RS08290	Atu1693	kefB
ATU_RS08295	Atu1694	Atu1694
ATU_RS08300	Atu1695	moaA
ATU_RS08305	Atu1696	Atu1696
ATU_RS08310	Atu1697	Atu1697
ATU_RS08315	Atu1698	mobA
ATU_RS08320	Atu1699	mobB
ATU_RS08325	Atu1700	Atu1700
ATU_RS08330	Atu1701	pcm
ATU_RS08335	Atu1702	surE
ATU_RS08340	Atu1703	serS
ATU_RS08345	Atu1704	tatC
ATU_RS08350	Atu1705	tatB
ATU_RS08355	Atu1706	tatA
ATU_RS08360	Atu1707	Atu1707
ATU_RS08365	Atu1708	Atu1708
ATU_RS08370	Atu1709	Atu1709
ATU_RS08375	Atu1710	Atu1710
ATU_RS08380	Atu1711	argS
ATU_RS08385	Atu1712	dgt
ATU_RS08390	Atu1713	Atu1713
ATU_RS08395	Atu1714	Atu1714
ATU_RS08400	Atu1715	exoR
ATU_RS08405	Atu1716	Atu1716
ATU_RS08410	Atu1717	fadL
ATU_RS08415	Atu1719	valS
ATU_RS08420	Atu1720	Atu1720
ATU_RS08425	Atu1721	pcm
ATU_RS08430	Atu1722	Atu1722
ATU_RS08435	Atu1723	Atu1723
ATU_RS08445	Atu1725	Atu1725
ATU_RS08460	Atu1728	wrbA
ATU_RS08465	Atu1729	Atu1729
ATU_RS08470	Atu1730	Atu1730
ATU_RS08475	Atu1731	gpt
ATU_RS08480	Atu1733	nrdE
ATU_RS08485	Atu1734	Atu1734
ATU_RS08490	Atu1735	Atu1735
ATU_RS08495	Atu1736	mntH
ATU_RS08500	Atu1737	Atu1737
ATU_RS08505	Atu1738	Atu1738
ATU_RS08510	Atu1739	Atu1739
ATU_RS08515	Atu1740	Atu1740
ATU_RS08520	Atu1741	Atu1741
ATU_RS08525	Atu1742	Atu1742
ATU_RS08530	Atu1743	Atu1743
ATU_RS08535	Atu1744	Atu1744
ATU_RS08540	Atu1745	Atu1745
ATU_RS08545	Atu1746	thrS
ATU_RS08550	Atu8091	Atu8091
ATU_RS08555	Atu1747	Atu1747
ATU_RS08560	Atu1748	nifU
ATU_RS08565	Atu1749	folE
ATU_RS08570	Atu1750	hisI
ATU_RS08575	Atu1751	Atu1751
ATU_RS08580	Atu1752	Atu1752
ATU_RS08585	Atu1753	Atu1753
ATU_RS08590	Atu1754	Atu1754
ATU_RS08595	Atu8163	Atu8163
ATU_RS08600	Atu1757	Atu1757
ATU_RS08605	Atu1758	Atu1758
ATU_RS08610	Atu1759	sdaA
ATU_RS08615	Atu1760	Atu1760
ATU_RS08620	Atu8164	Atu8164
ATU_RS08625	Atu1762	Atu1762
ATU_RS08630	Atu8019	Atu8019
ATU_RS08635	Atu1763	Atu1763
ATU_RS08640	Atu1764	metF
ATU_RS08645	Atu1765	Atu1765
ATU_RS08655	Atu1767	Atu1767
ATU_RS08660	Atu1768	Atu1768
ATU_RS08665	Atu1769	glnB
ATU_RS08670	Atu1770	glnA
ATU_RS08675	Atu1771	Atu1771
ATU_RS08680	Atu8165	Atu8165
ATU_RS08685	Atu1773	Atu1773
ATU_RS08690	Atu1774	Atu1774
ATU_RS08695	Atu1775	Atu1775
ATU_RS08700	Atu1776	Atu1776
ATU_RS08705	Atu1777	Atu1777
ATU_RS08710	Atu1778	mfd
ATU_RS08715	Atu1779	Atu1779
ATU_RS08720	Atu1780	recG
ATU_RS08725	Atu1781	Atu1781
ATU_RS08730	Atu1782	Atu1782
ATU_RS08735	Atu1783	Atu1783
ATU_RS08740	Atu1784	Atu1784
ATU_RS08745	Atu1785	Atu1785
ATU_RS08750	Atu1786	glmS
ATU_RS08755	Atu1787	glmU
ATU_RS08760	Atu1788	Atu1788
ATU_RS08765	Atu1789	Atu1789
ATU_RS08770	Atu1790	Atu1790
ATU_RS08775	Atu1791	Atu1791
ATU_RS08780	Atu1792	Atu1792
ATU_RS08785	Atu1793	pcs
ATU_RS08790	Atu1794	ubiH
ATU_RS08795	Atu1795	Atu1795
ATU_RS08800	Atu1796	ccdA
ATU_RS08805	Atu1797	Atu1797
ATU_RS08810	Atu1798	Atu1798
ATU_RS08815	Atu1799	Atu1799
ATU_RS08820	Atu1800	Atu1800
ATU_RS08825	Atu1802	gloA
ATU_RS08830	Atu1803	cspA
ATU_RS08835	Atu1804	Atu1804
ATU_RS08840	Atu1805	Atu1805
ATU_RS08845	Atu8166	Atu8166
ATU_RS08850	Atu1808	ugcG
ATU_RS08855	Atu1809	Atu1809
ATU_RS08860	Atu1810	Atu1810
ATU_RS08865	Atu1811	Atu1811
ATU_RS08875	Atu1813	Atu1813
ATU_RS08880	Atu1814	Atu1814
ATU_RS08885	Atu1815	Atu1815
ATU_RS08890	Atu1816	Atu1816
ATU_RS08895	Atu1817	Atu1817
ATU_RS08900	Atu1818	Atu1818
ATU_RS08905	Atu1819	Atu1819
ATU_RS08910	Atu1820	Atu1820
ATU_RS08915	Atu1821	nifS
ATU_RS08920	Atu1822	sufD
ATU_RS08925	Atu1823	sufC
ATU_RS08930	Atu1824	sufB
ATU_RS08935	Atu1825	nifS
ATU_RS08940	Atu1826	Atu1826
ATU_RS08945	Atu1827	Atu1827
ATU_RS08950	Atu1828	tyrS
ATU_RS08955	Atu8167	Atu8167
ATU_RS08960	Atu1830	bcp
ATU_RS08965	Atu1831	Atu1831
ATU_RS08970	Atu1832	Atu1832
ATU_RS08975	Atu1833	Atu1833
ATU_RS08980	Atu1834	Atu1834
ATU_RS08985	Atu1837	Atu1837
ATU_RS08990	Atu1838	Atu1838
ATU_RS08995	Atu1839	rpe
ATU_RS09000	Atu1840	Atu1840
ATU_RS09005	Atu1841	purB
ATU_RS09010	Atu1842	Atu1842
ATU_RS09015	Atu1843	purC
ATU_RS09020	Atu1844	purS
ATU_RS09025	Atu1845	purQ
ATU_RS09030	Atu1846	Atu1846
ATU_RS09035	Atu1847	Atu1847
ATU_RS09040	Atu1848	Atu1848
ATU_RS09045	Atu1849	Atu1849
ATU_RS09050	Atu1850	purL
ATU_RS09055	Atu1851	Atu1851
ATU_RS09060	Atu1852	Atu1852
ATU_RS09065	Atu1853	Atu1853
ATU_RS09070	Atu1854	grlA
ATU_RS09075	Atu1855	Atu1855
ATU_RS09080	Atu1856	Atu1856
ATU_RS09085	Atu1857	Atu1857
ATU_RS09090	Atu1858	Atu1858
ATU_RS09095	Atu1859	glsA
ATU_RS09100	Atu1860	rpsD
ATU_RS09105	Atu1861	Atu1861
ATU_RS09110	Atu1862	Atu1862
ATU_RS09115	Atu1863	Atu1863
ATU_RS09120	Atu1864	Atu1864
ATU_RS09125	Atu1865	Atu1865
ATU_RS09130	Atu1867	murI
ATU_RS09135	Atu1868	lasT
ATU_RS09140	Atu1869	Atu1869
ATU_RS09145	Atu1870	icdA
ATU_RS09150	Atu1871	gst
ATU_RS09155	Atu1872	Atu1872
ATU_RS09160	Atu1873	alaS
ATU_RS09165	Atu1874	recA
ATU_RS09170	Atu1875	Atu1875
ATU_RS09175	Atu1876	Atu1876
ATU_RS09180	Atu1877	Atu1877
ATU_RS09185	Atu1879	Atu1879
ATU_RS09190	Atu1880	Atu1880
ATU_RS09195	Atu1881	Atu1881
ATU_RS09200	Atu1882	usg
ATU_RS09205	Atu1883	Atu1883
ATU_RS09210	Atu1884	ssuA
ATU_RS09215	Atu1885	Atu1885
ATU_RS09220	Atu1886	Atu1886
ATU_RS09225	Atu1887	exoI
ATU_RS09230	Atu1888	Atu1888
ATU_RS09235	Atu1889	dgk
ATU_RS09240	Atu1890	cobT
ATU_RS09245	Atu1891	cobS
ATU_RS09250	Atu1892	Atu1892
ATU_RS09255	Atu1893	Atu1893
ATU_RS09260	Atu1895	ribB
ATU_RS09270	Atu1897	Atu1897
ATU_RS09275	Atu1898	rbsA
ATU_RS09280	Atu1899	rbsB
ATU_RS09285	Atu1900	rbsC
ATU_RS09290	Atu1901	tktB
ATU_RS09295	Atu1902	tkt
ATU_RS09300	Atu1903	glpK
ATU_RS09305	Atu1904	Atu1904
ATU_RS09310	Atu1905	Atu1905
ATU_RS09315	Atu1906	Atu1906
ATU_RS09320	Atu1907	Atu1907
ATU_RS09325	Atu1908	Atu1908
ATU_RS09335	Atu1912	mclA
ATU_RS09340	Atu1913	Atu1913
ATU_RS09345	Atu1914	Atu1914
ATU_RS09350	Atu1915	Atu1915
ATU_RS09355	Atu1916	Atu1916
ATU_RS09360	Atu1917	Atu1917
ATU_RS09365	Atu1918	ilvD
ATU_RS09370	Atu1919	Atu1919
ATU_RS09375	Atu1920	Atu1920
ATU_RS09385	Atu1921	Atu1921
ATU_RS09390	Atu1922	rplQ
ATU_RS09395	Atu1923	rpoA
ATU_RS09400	Atu1924	rpsK
ATU_RS09405	Atu1925	rpsM
ATU_RS09410	Atu1926	adk
ATU_RS09415	Atu1927	prlA
ATU_RS09420	Atu1928	rplO
ATU_RS09425	Atu8065	rpmD
ATU_RS09430	Atu1929	rpsE
ATU_RS09435	Atu1930	rplR
ATU_RS09440	Atu1931	rplF
ATU_RS09445	Atu1932	rpsH
ATU_RS09450	Atu1933	rpsN
ATU_RS09455	Atu1934	rplE
ATU_RS09460	Atu1935	rplX
ATU_RS09465	Atu1936	rplN
ATU_RS09470	Atu1937	rpsQ
ATU_RS09475	Atu1938	rpmC
ATU_RS09480	Atu1939	rplP
ATU_RS09485	Atu1940	rpsC
ATU_RS09490	Atu1941	rplV
ATU_RS09495	Atu1942	rpsS
ATU_RS09500	Atu1943	rplB
ATU_RS09505	Atu1944	rplW
ATU_RS09510	Atu1945	rplD
ATU_RS09515	Atu1946	rplC
ATU_RS09520	Atu1947	rpsJ
ATU_RS09525	Atu1948	tuf
ATU_RS09530	Atu1949	fusA
ATU_RS09535	Atu1950	rpsG
ATU_RS09540	Atu1951	rpsL
ATU_RS09545	Atu1952	Atu1952
ATU_RS09550	Atu1953	Atu1953
ATU_RS09555	Atu1954	Atu1954
ATU_RS09560	Atu1955	rpoC
ATU_RS09565	Atu1956	rpoB
ATU_RS09570	Atu1957	rplL
ATU_RS09575	Atu1958	rplJ
ATU_RS09580	Atu1959	rplA
ATU_RS09585	Atu1960	rplK
ATU_RS09590	Atu1961	nusG
ATU_RS09595	Atu1962	secE
ATU_RS09600	Atu1964	Atu1964
ATU_RS09605	Atu1965	galE
ATU_RS09610	Atu1966	tuf
ATU_RS09615	Atu1967	Atu1967
ATU_RS09625	Atu1969	Atu1969
ATU_RS09630	Atu1971	Atu1971
ATU_RS09635	Atu1972	Atu1972
ATU_RS09640	Atu1973	Atu1973
ATU_RS09645	Atu1974	cfa
ATU_RS09650	Atu1975	Atu1975
ATU_RS09655	Atu1977	Atu1977
ATU_RS09660	Atu1978	Atu1978
ATU_RS09665	Atu1979	Atu1979
ATU_RS09670	Atu1980	Atu1980
ATU_RS09675	Atu1981	Atu1981
ATU_RS09680	Atu1982	sigK
ATU_RS09685	Atu1983	Atu1983
ATU_RS09690	Atu1984	fsrR
ATU_RS09695	Atu1985	Atu1985
ATU_RS09700	Atu1986	Atu1986
ATU_RS09705	Atu1987	Atu1987
ATU_RS09710	Atu1988	Atu1988
ATU_RS09715	Atu1989	Atu1989
ATU_RS09720	Atu1990	Atu1990
ATU_RS09725	Atu1991	Atu1991
ATU_RS09730	Atu1992	Atu1992
ATU_RS09735	Atu1993	Atu1993
ATU_RS09740	Atu1994	Atu1994
ATU_RS09745	Atu1995	Atu1995
ATU_RS09755	Atu1997	cysJ
ATU_RS09760	Atu1998	Atu1998
ATU_RS09765	Atu1999	Atu1999
ATU_RS09770	Atu2000	Atu2000
ATU_RS09775	Atu2001	uvrB
ATU_RS09780	Atu2002	Atu2002
ATU_RS09785	Atu2003	Atu2003
ATU_RS09790	Atu2004	Atu2004
ATU_RS09795	Atu2005	Atu2005
ATU_RS09800	Atu2006	dnaJ
ATU_RS09805	Atu8168	Atu8168
ATU_RS09810	Atu2009	Atu2009
ATU_RS09815	Atu2010	Atu2010
ATU_RS09820	Atu2011	Atu2011
ATU_RS09825	Atu2012	Atu2012
ATU_RS09830	Atu2013	Atu2013
ATU_RS09835	Atu2014	Atu2014
ATU_RS09840	Atu2015	Atu2015
ATU_RS09845	Atu2016	Atu2016
ATU_RS09850	Atu2017	Atu2017
ATU_RS09855	Atu2018	Atu2018
ATU_RS09860	Atu2019	ilvC
ATU_RS09865	Atu2020	Atu2020
ATU_RS09870	Atu2021	Atu2021
ATU_RS09875	Atu2022	adh
ATU_RS09880	Atu2023	ndh
ATU_RS09885	Atu2024	pdxJ
ATU_RS09890	Atu2025	Atu2025
ATU_RS09895	Atu2026	Atu2026
ATU_RS09900	Atu8169	Atu8169
ATU_RS09905	Atu2028	Atu2028
ATU_RS09910	Atu2029	Atu2029
ATU_RS09915	Atu2030	Atu2030
ATU_RS09920	Atu2031	Atu2031
ATU_RS09925	Atu2032	Atu2032
ATU_RS09930	Atu2033	Atu2033
ATU_RS09935	Atu2034	Atu2034
ATU_RS09940	Atu2035	ilvH
ATU_RS09945	Atu2036	ilvI
ATU_RS09950	Atu2038	Atu2038
ATU_RS09955	Atu2039	miaA
ATU_RS09960	Atu2040	serB
ATU_RS09965	Atu2041	Atu2041
ATU_RS09970	Atu2042	Atu2042
ATU_RS09975	Atu2043	Atu2043
ATU_RS09980	Atu2044	hflC
ATU_RS09985	Atu2045	hflK
ATU_RS09990	Atu2046	folA
ATU_RS09995	Atu2047	thyA
ATU_RS10000	Atu8170	Atu8170
ATU_RS10005	Atu2049	Atu2049
ATU_RS10010	Atu8171	Atu8171
ATU_RS10020	Atu2051	Atu2051
ATU_RS10025	Atu2052	Atu2052
ATU_RS10030	Atu2053	Atu2053
ATU_RS10035	Atu2054	Atu2054
ATU_RS10040	Atu2055	Atu2055
ATU_RS10045	Atu2056	Atu2056
ATU_RS10050	Atu2057	pcrA
ATU_RS10055	Atu2058	Atu2058
ATU_RS10060	Atu2059	Atu2059
ATU_RS10065	Atu2060	Atu2060
ATU_RS10070	Atu2061	Atu2061
ATU_RS10075	Atu2062	Atu2062
ATU_RS10080	Atu2063	Atu2063
ATU_RS10085	Atu2064	Atu2064
ATU_RS10090	Atu2066	pncA
ATU_RS10095	Atu2067	Atu2067
ATU_RS10100	Atu2068	Atu2068
ATU_RS10105	Atu2069	Atu2069
ATU_RS10110	Atu2070	Atu2070
ATU_RS10115	Atu2072	prmA
ATU_RS10120	Atu2073	sco1
ATU_RS10130	Atu2075	cheW
ATU_RS10135	Atu2076	Atu2076
ATU_RS10140	Atu2077	Atu2077
ATU_RS10145	Atu2078	Atu2078
ATU_RS10150	Atu2079	Atu2079
ATU_RS10155	Atu2080	Atu2080
ATU_RS10160	Atu2081	kka
ATU_RS10165	Atu2082	Atu2082
ATU_RS10170	Atu2083	recN
ATU_RS10175	Atu2084	Atu2084
ATU_RS10180	Atu2085	lpxC
ATU_RS10185	Atu2086	ftsZ2
ATU_RS10190	Atu2087	ftsA
ATU_RS10195	Atu2088	ftsQ
ATU_RS10200	Atu2089	ddlB
ATU_RS10205	Atu2090	Atu2090
ATU_RS10210	Atu2091	Atu2091
ATU_RS10215	Atu2092	murB
ATU_RS10220	Atu2093	murC
ATU_RS10225	Atu2094	murG
ATU_RS10230	Atu2095	ftsW
ATU_RS10235	Atu2096	murD
ATU_RS10240	Atu2097	mraY
ATU_RS10245	Atu2098	murF
ATU_RS10250	Atu2099	murE
ATU_RS10255	Atu2100	pbpB1
ATU_RS10260	Atu2101	Atu2101
ATU_RS10265	Atu2102	mraW
ATU_RS10270	Atu2103	Atu2103
ATU_RS10275	Atu2104	Atu2104
ATU_RS10280	Atu2105	Atu2105
ATU_RS10285	Atu2106	gsp
ATU_RS10290	Atu2107	tnp
ATU_RS10295	Atu2108	gsp
ATU_RS10300	Atu2109	rnpB
ATU_RS10305	Atu2110	solA
ATU_RS10310	Atu2111	solA
ATU_RS10315	Atu2112	slt
ATU_RS10320	Atu2113	Atu2113
ATU_RS10325	Atu2114	djlA
ATU_RS10330	Atu2115	pfp
ATU_RS10335	Atu2116	Atu2116
ATU_RS10340	Atu2117	Atu2117
ATU_RS10345	Atu2119	Atu2119
ATU_RS10350	Atu2120	Atu2120
ATU_RS10355	Atu2121	lyc
ATU_RS10360	Atu2122	mltB
ATU_RS10365	Atu2123	metF
ATU_RS10370	Atu2124	Atu2124
ATU_RS10375	Atu2125	chvD
ATU_RS10380	Atu2126	Atu2126
ATU_RS10385	Atu2127	caiB
ATU_RS10390	Atu2128	iivG
ATU_RS10395	Atu2129	Atu2129
ATU_RS10400	Atu2130	Atu2130
ATU_RS10405	Atu2131	Atu2131
ATU_RS10410	Atu2132	Atu2132
ATU_RS10415	Atu2133	Atu2133
ATU_RS10420	Atu2134	Atu2134
ATU_RS10425	Atu2135	Atu2135
ATU_RS10430	Atu2136	parA
ATU_RS10435	Atu2137	Atu2137
ATU_RS10440	Atu2138	Atu2138
ATU_RS10445	Atu2139	Atu2139
ATU_RS10455	Atu2141	Atu2141
ATU_RS10460	Atu2142	glnA
ATU_RS10465	Atu2143	Atu2143
ATU_RS10470	Atu2144	Atu2144
ATU_RS10475	Atu2145	Atu2145
ATU_RS10480	Atu2147	Atu2147
ATU_RS10485	Atu2148	Atu2148
ATU_RS10490	Atu2149	Atu2149
ATU_RS10495	Atu2150	Atu2150
ATU_RS10500	Atu2151	adh
ATU_RS10505	Atu2152	Atu2152
ATU_RS10510	Atu2153	Atu2153
ATU_RS10515	Atu2154	tphA
ATU_RS10520	Atu2155	metH
ATU_RS10525	Atu2156	Atu2156
ATU_RS10530	Atu2157	Atu2157
ATU_RS10535	Atu2158	Atu2158
ATU_RS10540	Atu2159	omp
ATU_RS10545	Atu2160	Atu2160
ATU_RS10550	Atu2161	Atu2161
ATU_RS10555	Atu2162	pp26
ATU_RS10560	Atu2163	Atu2163
ATU_RS10565	Atu2164	Atu2164
ATU_RS10570	Atu2165	Atu2165
ATU_RS10575	Atu2166	Atu2166
ATU_RS10580	Atu2167	rpoD
ATU_RS10585	Atu2168	dnaG
ATU_RS10590	Atu2169	Atu2169
ATU_RS10595	Atu2170	carA
ATU_RS10605	Atu2171	Atu2171
ATU_RS10610	Atu2172	Atu2172
ATU_RS10615	Atu2173	mcpA
ATU_RS10620	Atu2174	Atu2174
ATU_RS10625	Atu2175	Atu2175
ATU_RS10630	Atu2176	Atu2176
ATU_RS10635	Atu2177	Atu2177
ATU_RS10640	Atu2178	carB
ATU_RS10645	Atu8025	Atu8025
ATU_RS10650	Atu2179	Atu2179
ATU_RS10655	Atu2180	Atu2180
ATU_RS10660	Atu2181	Atu2181
ATU_RS10665	Atu2182	greA
ATU_RS10670	Atu2183	lpcC
ATU_RS10675	Atu2184	lrp
ATU_RS10680	Atu2185	trxB
ATU_RS10685	Atu2186	Atu2186
ATU_RS10690	Atu2187	Atu2187
ATU_RS10695	Atu2188	Atu2188
ATU_RS10700	Atu2189	Atu2189
ATU_RS10705	Atu2190	Atu2190
ATU_RS10710	Atu2191	Atu2191
ATU_RS10715	Atu2193	Atu2193
ATU_RS10720	Atu2195	chaA
ATU_RS10725	Atu2196	aatA
ATU_RS10730	Atu2197	Atu2197
ATU_RS10735	Atu2198	Atu2198
ATU_RS10740	Atu2199	Atu2199
ATU_RS10745	Atu2200	cspA
ATU_RS10750	Atu2201	Atu2201
ATU_RS10755	Atu2203	Atu2203
