GeneID	old	Name
ATU_RS14265	Atu3096	ugpB
ATU_RS14270	Atu3097	ugpA
ATU_RS14275	Atu3098	ugpE
ATU_RS14280	Atu3099	ugpC
ATU_RS14285	Atu3100	Atu3100
ATU_RS14290	Atu3101	Atu3101
ATU_RS14295	Atu3102	Atu3102
ATU_RS14300	Atu3103	Atu3103
ATU_RS14305	Atu3104	arfA
ATU_RS14310	Atu3105	celI
ATU_RS14315	Atu3106	Atu3106
ATU_RS14320	Atu3107	Atu3107
ATU_RS14325	Atu3108	Atu3108
ATU_RS14330	Atu3109	Atu3109
ATU_RS14335	Atu3110	Atu3110
ATU_RS14340	Atu3111	Atu3111
ATU_RS14345	Atu3112	Atu3112
ATU_RS14350	Atu3113	Atu3113
ATU_RS14355	Atu3114	Atu3114
ATU_RS14360	Atu3115	Atu3115
ATU_RS14365	Atu3116	Atu3116
ATU_RS14370	Atu3117	Atu3117
ATU_RS14375	Atu3118	Atu3118
ATU_RS14380	Atu3119	Atu3119
ATU_RS14385	Atu3121	cspA
ATU_RS14390	Atu3122	Atu3122
ATU_RS14395	Atu3123	rpsU
ATU_RS14400	Atu3124	Atu3124
ATU_RS14405	Atu3126	Atu3126
ATU_RS14410	Atu3127	rspF
ATU_RS14415	Atu3128	yteR
ATU_RS14420	Atu3129	picA
ATU_RS14425	Atu3130	Atu3130
ATU_RS14430	Atu3131	Atu3131
ATU_RS14435	Atu3132	Atu3132
ATU_RS14440	Atu3133	Atu3133
ATU_RS14445	Atu3134	Atu3134
ATU_RS14450	Atu3135	Atu3135
ATU_RS14455	Atu3136	Atu3136
ATU_RS14460	Atu3137	Atu3137
ATU_RS14465	Atu3138	Atu3138
ATU_RS14470	Atu3139	Atu3139
ATU_RS14475	Atu3140	Atu3140
ATU_RS14480	Atu3141	kduD
ATU_RS14485	Atu3142	kduI
ATU_RS14490	Atu3143	Atu3143
ATU_RS14495	Atu3144	Atu3144
ATU_RS14500	Atu3145	kdgF
ATU_RS14505	Atu3146	Atu3146
ATU_RS14510	Atu3147	Atu3147
ATU_RS14515	Atu3148	Atu3148
ATU_RS14520	Atu3149	Atu3149
ATU_RS14525	Atu3150	Atu3150
ATU_RS14530	Atu3151	Atu3151
ATU_RS14535	Atu3152	Atu3152
ATU_RS14540	Atu3153	Atu3153
ATU_RS14545	Atu3154	fsr
ATU_RS14550	Atu3155	Atu3155
ATU_RS14555	Atu3156	Atu3156
ATU_RS14560	Atu3157	Atu3157
ATU_RS14565	Atu3158	Atu3158
ATU_RS14570	Atu3159	mmsB
ATU_RS14575	Atu3160	Atu3160
ATU_RS14580	Atu3161	Atu3161
ATU_RS14585	Atu3162	Atu3162
ATU_RS14590	Atu3163	Atu3163
ATU_RS14595	Atu3164	Atu3164
ATU_RS14600	Atu3165	Atu3165
ATU_RS14605	Atu3166	scrK
ATU_RS14610	Atu3167	agaZ
ATU_RS14615	Atu3168	Atu3168
ATU_RS14620	Atu3169	Atu3169
ATU_RS14625	Atu3170	Atu3170
ATU_RS14630	Atu3171	Atu3171
ATU_RS14635	Atu3172	Atu3172
ATU_RS14640	Atu3173	Atu3173
ATU_RS14645	Atu3174	Atu3174
ATU_RS14650	Atu3175	mdeA
ATU_RS14655	Atu3176	Atu3176
ATU_RS14660	Atu3177	rnhA
ATU_RS14665	Atu3178	Atu3178
ATU_RS14670	Atu3179	Atu3179
ATU_RS14675	Atu3180	Atu3180
ATU_RS14680	Atu3181	Atu3181
ATU_RS14685	Atu3182	Atu3182
ATU_RS14690	Atu3183	Atu3183
ATU_RS14695	Atu3184	Atu3184
ATU_RS14700	Atu3185	ugpB
ATU_RS14705	Atu3186	ugpA
ATU_RS14710	Atu3187	ugpE
ATU_RS14715	Atu3188	ugpC
ATU_RS14720	Atu3189	Atu3189
ATU_RS14725	Atu3190	Atu3190
ATU_RS14730	Atu3191	Atu3191
ATU_RS14735	Atu3192	Atu3192
ATU_RS14740	Atu3193	Atu3193
ATU_RS14745	Atu3194	Atu3194
ATU_RS14750	Atu3196	speF
ATU_RS14755	Atu3197	ptxR
ATU_RS14760	Atu3198	Atu3198
ATU_RS14765	Atu3199	Atu3199
ATU_RS14770	Atu3200	Atu3200
ATU_RS14775	Atu3201	acrR
ATU_RS14780	Atu3202	Atu3202
ATU_RS14785	Atu3203	Atu3203
ATU_RS14790	Atu3204	Atu3204
ATU_RS14795	Atu3205	Atu3205
ATU_RS14800	Atu3206	Atu3206
ATU_RS14805	Atu3207	Atu3207
ATU_RS14810	Atu3208	Atu3208
ATU_RS14815	Atu3210	Atu3210
ATU_RS14825	Atu3212	Atu3212
ATU_RS14830	Atu3213	Atu3213
ATU_RS14835	Atu3214	Atu3214
ATU_RS14840	Atu3215	Atu3215
ATU_RS14845	Atu3216	Atu3216
ATU_RS14850	Atu3217	aspC
ATU_RS14860	Atu3219	ilvD
ATU_RS14870	Atu3222	Atu3222
ATU_RS14875	Atu3223	Atu3223
ATU_RS14880	Atu3224	Atu3224
ATU_RS14885	Atu3225	Atu3225
ATU_RS14890	Atu3226	Atu3226
ATU_RS14895	Atu3227	Atu3227
ATU_RS14900	Atu3228	dnaE
ATU_RS14905	Atu3229	Atu3229
ATU_RS14910	Atu3230	Atu3230
ATU_RS14915	Atu8184	Atu8184
ATU_RS14920	Atu3232	Atu3232
ATU_RS14925	Atu8185	Atu8185
ATU_RS14930	Atu3234	Atu3234
ATU_RS14935	Atu3235	Atu3235
ATU_RS14940	Atu3236	Atu3236
ATU_RS14945	Atu3237	Atu3237
ATU_RS14950	Atu3238	Atu3238
ATU_RS14955	Atu3239	Atu3239
ATU_RS14960	Atu3240	Atu3240
ATU_RS14965	Atu3241	Atu3241
ATU_RS14970	Atu3242	Atu3242
ATU_RS14975	Atu3243	gatA
ATU_RS14980	Atu3244	Atu3244
ATU_RS14985	Atu3245	Atu3245
ATU_RS14990	Atu3246	Atu3246
ATU_RS14995	Atu3247	minE
ATU_RS15000	Atu3248	minD
ATU_RS15005	Atu3249	minC
ATU_RS15010	Atu3251	Atu3251
ATU_RS15015	Atu3252	exuR
ATU_RS15020	Atu3253	Atu3253
ATU_RS15025	Atu3254	Atu3254
ATU_RS15030	Atu3255	Atu3255
ATU_RS15035	Atu3256	Atu3256
ATU_RS15040	Atu3257	uxuA
ATU_RS15045	Atu3258	Atu3258
ATU_RS15050	Atu3259	Atu3259
ATU_RS15055	Atu3260	Atu3260
ATU_RS15060	Atu3261	Atu3261
ATU_RS15065	Atu3262	Atu3262
ATU_RS15070	Atu3263	selA
ATU_RS15075	Atu3264	Atu3264
ATU_RS15080	Atu3265	Atu3265
ATU_RS15085	Atu3266	Atu3266
ATU_RS15090	Atu3267	Atu3267
ATU_RS15095	Atu3268	Atu3268
ATU_RS15100	Atu3269	Atu3269
ATU_RS15105	Atu3271	Atu3271
ATU_RS15110	Atu3272	pssN
ATU_RS15115	Atu3273	Atu3273
ATU_RS15120	Atu3274	Atu3274
ATU_RS15125	Atu3275	ialB
ATU_RS15130	Atu3276	Atu3276
ATU_RS15135	Atu3277	Atu3277
ATU_RS15140	Atu3278	Atu3278
ATU_RS15145	Atu3279	Atu3279
ATU_RS15150	Atu3280	Atu3280
ATU_RS15155	Atu3281	Atu3281
ATU_RS15160	Atu3282	Atu3282
ATU_RS15165	Atu3283	malF
ATU_RS15170	Atu3284	malG
ATU_RS15175	Atu3285	Atu3285
ATU_RS15180	Atu3286	Atu3286
ATU_RS15185	Atu3287	Atu3287
ATU_RS15190	Atu3288	Atu3288
ATU_RS15195	Atu3289	Atu3289
ATU_RS15200	Atu3290	thiD
ATU_RS15205	Atu3291	Atu3291
ATU_RS15210	Atu3292	alr
ATU_RS15215	Atu3293	dadA
ATU_RS15220	Atu3294	Atu3294
ATU_RS15225	Atu3295	Atu3295
ATU_RS15230	Atu3296	dctD
ATU_RS15235	Atu3297	dctB
ATU_RS15240	Atu3298	dctA
ATU_RS15245	Atu3299	Atu3299
ATU_RS15250	Atu3300	Atu3300
ATU_RS15255	Atu3301	fixR
ATU_RS15260	Atu3302	celD
ATU_RS15265	Atu3303	celE
ATU_RS15270	Atu8186	celG
ATU_RS15275	Atu3307	celC
ATU_RS15280	Atu3308	celB
ATU_RS15285	Atu3309	celA
ATU_RS15290	Atu8187	Atu8187
ATU_RS15295	Atu3311	Atu3311
ATU_RS15300	Atu3312	Atu3312
ATU_RS15305	Atu3313	Atu3313
ATU_RS15310	Atu3314	Atu3314
ATU_RS15315	Atu3315	galE
ATU_RS15320	Atu3316	Atu3316
ATU_RS15325	Atu3317	Atu3317
ATU_RS15330	Atu3318	Atu3318
ATU_RS15335	Atu3320	Atu3320
ATU_RS15340	Atu3321	Atu3321
ATU_RS15345	Atu3322	Atu3322
ATU_RS15350	Atu3323	Atu3323
ATU_RS15355	Atu3324	Atu3324
ATU_RS15360	Atu3325	exoQ
ATU_RS15365	Atu3326	exoF
ATU_RS15370	Atu3327	exoY
ATU_RS15380	Atu3328	Atu3328
ATU_RS15385	Atu3329	bioA
ATU_RS15390	Atu3330	mclA
ATU_RS15395	Atu3331	Atu3331
ATU_RS15400	Atu3332	Atu3332
ATU_RS15405	Atu3333	Atu3333
ATU_RS15415	Atu3335	Atu3335
ATU_RS15420	Atu3336	Atu3336
ATU_RS15425	Atu3337	thuR
ATU_RS15430	Atu3338	thuE
ATU_RS15435	Atu3339	thuF
ATU_RS15440	Atu3340	thuG
ATU_RS15445	Atu3341	thuK
ATU_RS15450	Atu3342	thuA
ATU_RS15455	Atu3343	ThuB
ATU_RS15460	Atu3344	exsD
ATU_RS15465	Atu3345	exsC
ATU_RS15470	Atu3346	exsB
ATU_RS15475	Atu3347	Atu3347
ATU_RS15480	Atu3348	Atu3348
ATU_RS15485	Atu3349	Atu3349
ATU_RS15490	Atu3350	Atu3350
ATU_RS15495	Atu3351	Atu3351
ATU_RS15500	Atu3352	Atu3352
ATU_RS15505	Atu3353	manC
ATU_RS15510	Atu3354	Atu3354
ATU_RS15515	Atu3355	Atu3355
ATU_RS15520	Atu3356	Atu3356
ATU_RS15525	Atu3357	Atu3357
ATU_RS15530	Atu3358	Atu3358
ATU_RS15535	Atu3359	Atu3359
ATU_RS15540	Atu3360	Atu3360
ATU_RS15545	Atu3361	Atu3361
ATU_RS15550	Atu3362	Atu3362
ATU_RS15555	Atu3363	Atu3363
ATU_RS15560	Atu3364	Atu3364
ATU_RS15565	Atu3365	Atu3365
ATU_RS15570	Atu8094	Atu8094
ATU_RS15575	Atu3366	Atu3366
ATU_RS15580	Atu3367	Atu3367
ATU_RS15585	Atu3368	Atu3368
ATU_RS15590	Atu3369	Atu3369
ATU_RS15595	Atu3370	Atu3370
ATU_RS15600	Atu3371	Atu3371
ATU_RS15605	Atu3372	Atu3372
ATU_RS15610	Atu3374	Atu3374
ATU_RS15615	Atu3375	Atu3375
ATU_RS15620	Atu3376	Atu3376
ATU_RS15625	Atu3377	Atu3377
ATU_RS15630	Atu3378	Atu3378
ATU_RS15635	Atu3379	dppB
ATU_RS15640	Atu3381	Atu3381
ATU_RS15645	Atu3382	prsE2
ATU_RS15650	Atu3383	prsD
ATU_RS15655	Atu3384	Atu3384
ATU_RS15660	Atu3385	hasR
ATU_RS15665	Atu3386	Atu3386
ATU_RS15670	Atu3387	pfrI
ATU_RS15675	Atu3388	fecE
ATU_RS15680	Atu3389	Atu3389
ATU_RS15685	Atu3390	Atu3390
ATU_RS15690	Atu3391	Atu3391
ATU_RS15695	Atu3392	Atu3392
ATU_RS15700	Atu3393	Atu3393
ATU_RS15705	Atu3394	fecE
ATU_RS15710	Atu3395	Atu3395
ATU_RS15715	Atu3396	Atu3396
ATU_RS15720	Atu3397	Atu3397
ATU_RS15725	Atu3398	argE
ATU_RS15730	Atu3399	Atu3399
ATU_RS15735	Atu3400	Atu3400
ATU_RS15740	Atu3401	Atu3401
ATU_RS15745	Atu3402	Atu3402
ATU_RS15750	Atu3403	attK2
ATU_RS15755	Atu3404	ordL
ATU_RS15760	Atu3405	hadL
ATU_RS15765	Atu3406	Atu3406
ATU_RS15770	Atu3407	Atu3407
ATU_RS15775	Atu3408	hadL
ATU_RS15780	Atu3409	Atu3409
ATU_RS15785	Atu3410	Atu3410
ATU_RS15790	Atu3411	Atu3411
ATU_RS15795	Atu3412	Atu3412
ATU_RS15800	Atu3413	lrp
ATU_RS15805	Atu3414	Atu3414
ATU_RS15810	Atu3415	Atu3415
ATU_RS15815	Atu3416	Atu3416
ATU_RS15825	Atu3418	Atu3418
ATU_RS15830	Atu3419	Atu3419
ATU_RS15835	Atu3420	Atu3420
ATU_RS15840	Atu3421	Atu3421
ATU_RS15845	Atu3423	Atu3423
ATU_RS15850	Atu3424	Atu3424
ATU_RS15855	Atu3425	Atu3425
ATU_RS15860	Atu3426	Atu3426
ATU_RS15870	Atu3428	Atu3428
ATU_RS15875	Atu3430	Atu3430
ATU_RS15880	Atu3431	acd
ATU_RS15885	Atu3432	Atu3432
ATU_RS15890	Atu3433	Atu3433
ATU_RS15895	Atu3434	Atu3434
ATU_RS15900	Atu3435	Atu3435
ATU_RS15905	Atu3436	Atu3436
ATU_RS15910	Atu3437	Atu3437
ATU_RS15915	Atu3438	Atu3438
ATU_RS15920	Atu3439	acd
ATU_RS15925	Atu3440	Atu3440
ATU_RS15930	Atu3441	Atu3441
ATU_RS15935	Atu3442	Atu3442
ATU_RS15945	Atu3444	Atu3444
ATU_RS15950	Atu3445	Atu3445
ATU_RS15955	Atu3446	Atu3446
ATU_RS15960	Atu3447	Atu3447
ATU_RS15965	Atu3448	Atu3448
ATU_RS15970	Atu3450	Atu3450
ATU_RS15975	Atu3451	Atu3451
ATU_RS15980	Atu3453	Atu3453
ATU_RS15985	Atu3454	Atu3454
ATU_RS15990	Atu3455	Atu3455
ATU_RS15995	Atu3456	Atu3456
ATU_RS16000	Atu3457	Atu3457
ATU_RS16005	Atu3458	Atu3458
ATU_RS16010	Atu3459	Atu3459
ATU_RS16015	Atu3460	Atu3460
ATU_RS16020	Atu3461	Atu3461
ATU_RS16025	Atu3462	Atu3462
ATU_RS16030	Atu3463	cpoF
ATU_RS16035	Atu3464	Atu3464
ATU_RS16040	Atu8032	Atu8032
ATU_RS16045	Atu3465	Atu3465
ATU_RS16050	Atu3466	Atu3466
ATU_RS16055	Atu3467	Atu3467
ATU_RS16060	Atu3468	Atu3468
ATU_RS16065	Atu3469	pgm
ATU_RS16070	Atu3471	bkdB
ATU_RS16075	Atu3472	bkdA2
ATU_RS16080	Atu3473	bkdA1
ATU_RS16085	Atu3474	mmgC
ATU_RS16090	Atu3475	Atu3475
ATU_RS16095	Atu3476	Atu3476
ATU_RS16100	Atu3477	acd
ATU_RS16105	Atu3478	mccB
ATU_RS16110	Atu3479	mccA
ATU_RS16115	Atu3480	hmgL
ATU_RS16120	Atu3481	Atu3481
ATU_RS16125	Atu3482	panC
ATU_RS16130	Atu3483	panB
ATU_RS16135	Atu3484	Atu3484
ATU_RS16140	Atu3485	Atu3485
ATU_RS16145	Atu3486	Atu3486
ATU_RS16150	Atu3487	Atu3487
ATU_RS16155	Atu3488	Atu3488
ATU_RS16160	Atu3489	Atu3489
ATU_RS16165	Atu3490	Atu3490
ATU_RS16170	Atu3491	Atu3491
ATU_RS16175	Atu3492	Atu3492
ATU_RS16180	Atu3493	Atu3493
ATU_RS16185	Atu3494	Atu3494
ATU_RS16190	Atu3495	Atu3495
ATU_RS16195	Atu3496	Atu3496
ATU_RS16200	Atu3498	Atu3498
ATU_RS16205	Atu3499	Atu3499
ATU_RS16210	Atu3501	Atu3501
ATU_RS16215	Atu3502	Atu3502
ATU_RS16220	Atu3503	Atu3503
ATU_RS16225	Atu3504	Atu3504
ATU_RS16230	Atu3505	Atu3505
ATU_RS16240	Atu3507	Atu3507
ATU_RS16245	Atu3508	ubiG
ATU_RS16250	Atu3509	Atu3509
ATU_RS16255	Atu3510	Atu3510
ATU_RS16260	Atu3511	grx
ATU_RS16265	Atu3512	comF
ATU_RS16270	Atu3513	Atu3513
ATU_RS16275	Atu3514	pilA
ATU_RS16280	Atu3515	Atu3515
ATU_RS16285	Atu3516	Atu3516
ATU_RS16290	Atu3517	Atu3517
ATU_RS16295	Atu3518	argJ
ATU_RS16300	Atu3519	ppiD
ATU_RS16305	Atu3520	secA
ATU_RS16310	Atu3521	Atu3521
ATU_RS16315	Atu3522	Atu3522
ATU_RS16320	Atu3523	Atu3523
ATU_RS16325	Atu8188	Atu8188
ATU_RS16330	Atu3525	Atu3525
ATU_RS16335	Atu3526	Atu3526
ATU_RS16340	Atu3527	Atu3527
ATU_RS16345	Atu3528	Atu3528
ATU_RS16350	Atu3529	uxuA
ATU_RS16355	Atu3530	uxuB
ATU_RS16360	Atu3531	fabG
ATU_RS16365	Atu3532	Atu3532
ATU_RS16370	Atu3533	Atu3533
ATU_RS16375	Atu3534	Atu3534
ATU_RS16380	Atu3535	Atu3535
ATU_RS16385	Atu3536	Atu3536
ATU_RS16390	Atu3538	Atu3538
ATU_RS16395	Atu3539	Atu3539
ATU_RS16405	Atu3541	Atu3541
ATU_RS16410	Atu3542	prp1
ATU_RS16415	Atu3543	dhbK
ATU_RS16420	Atu3544	arsB
ATU_RS16425	Atu3545	Atu3545
ATU_RS16430	Atu3546	Atu3546
ATU_RS16435	Atu3547	Atu3547
ATU_RS16440	Atu3548	Atu3548
ATU_RS16445	Atu3549	Atu3549
ATU_RS16450	Atu3550	Atu3550
ATU_RS16455	Atu3551	Atu3551
ATU_RS16460	Atu3553	Atu3553
ATU_RS16465	Atu3554	Atu3554
ATU_RS16470	Atu3555	Atu3555
ATU_RS16475	Atu3556	Atu3556
ATU_RS16480	Atu8033	Atu8033
ATU_RS16485	Atu3557	Atu3557
ATU_RS16490	Atu3558	Atu3558
ATU_RS16495	Atu3559	Atu3559
ATU_RS16500	Atu3560	Atu3560
ATU_RS16505	Atu3561	Atu3561
ATU_RS16510	Atu3562	Atu3562
ATU_RS16515	Atu3563	greB
ATU_RS16520	Atu3564	exsH
ATU_RS16525	Atu3565	Atu3565
ATU_RS16530	Atu3566	Atu3566
ATU_RS16535	Atu3567	Atu3567
ATU_RS16540	Atu3568	Atu3568
ATU_RS16545	Atu3569	Atu3569
ATU_RS16550	Atu3570	Atu3570
ATU_RS16555	Atu3571	Atu3571
ATU_RS16560	Atu8113	Atu8113
ATU_RS16565	Atu3572	Atu3572
ATU_RS16570	Atu3573	Atu3573
ATU_RS16575	Atu3574	xylG
ATU_RS16580	Atu3575	xylH
ATU_RS16585	Atu3576	xylF
ATU_RS16590	Atu3577	Atu3577
ATU_RS16595	Atu3578	glpD
ATU_RS16600	Atu3579	gloA
ATU_RS16605	Atu3580	mutA
ATU_RS16610	Atu3581	pccA
ATU_RS16615	Atu3582	Atu3582
ATU_RS16620	Atu3583	Atu3583
ATU_RS16625	Atu8189	Atu8189
ATU_RS16630	Atu3585	Atu3585
ATU_RS16635	Atu3586	Atu3586
ATU_RS16640	Atu3587	Atu3587
ATU_RS16645	Atu3588	alkA
ATU_RS16650	Atu3589	gltX
ATU_RS16655	Atu3590	Atu3590
ATU_RS16660	Atu3591	Atu3591
ATU_RS16665	Atu8190	Atu8190
ATU_RS16670	Atu3593	Atu3593
ATU_RS16675	Atu3594	Atu3594
ATU_RS16680	Atu3595	etfB
ATU_RS16685	Atu3596	etfA
ATU_RS16690	Atu3597	hbdA
ATU_RS16695	Atu3598	dsbE
ATU_RS16700	Atu3599	argH
ATU_RS16705	Atu3600	Atu3600
ATU_RS16710	Atu3601	lysA
ATU_RS16715	Atu3602	Atu3602
ATU_RS16720	Atu3603	Atu3603
ATU_RS16725	Atu3604	hpt
ATU_RS16730	Atu3605	Atu3605
ATU_RS16735	Atu3606	ftsE
ATU_RS16740	Atu3607	ftsX
ATU_RS16745	Atu3608	Atu3608
ATU_RS16750	Atu3609	plsC
ATU_RS16755	Atu3610	Atu3610
ATU_RS16760	Atu8095	Atu8095
ATU_RS16765	Atu3611	tyrC
ATU_RS16770	Atu3612	hisC
ATU_RS16775	Atu3613	Atu3613
ATU_RS16780	Atu3614	gloB
ATU_RS16785	Atu3615	Atu3615
ATU_RS16790	Atu3616	Atu3616
ATU_RS16795	Atu3617	rpmB
ATU_RS16800	Atu3618	Atu3618
ATU_RS16805	Atu3619	Atu3619
ATU_RS16810	Atu3620	Atu3620
ATU_RS16815	Atu3621	cobT
ATU_RS16820	Atu3622	cobS
ATU_RS16825	Atu3623	dnaJ
ATU_RS16830	Atu3624	bolA
ATU_RS16835	Atu3625	aroB
ATU_RS16840	Atu3626	aroK
ATU_RS16845	Atu3628	Atu3628
ATU_RS16850	Atu3629	xerD
ATU_RS16855	Atu3630	accA
ATU_RS16860	Atu3631	Atu3631
ATU_RS16865	Atu3632	Atu3632
ATU_RS16870	Atu3633	Atu3633
ATU_RS16875	Atu3634	dacF
ATU_RS16880	Atu3635	Atu3635
ATU_RS16885	Atu3636	Atu3636
ATU_RS16890	Atu3637	rpsU
ATU_RS16900	Atu3639	Atu3639
ATU_RS16905	Atu3640	Atu3640
ATU_RS16910	Atu3641	Atu3641
ATU_RS16915	Atu3642	vgrG
ATU_RS16920	Atu3643	Atu3643
ATU_RS16925	Atu3646	Atu3646
ATU_RS16935	Atu3650	Atu3650
ATU_RS16940	Atu3651	Atu3651
ATU_RS16945	Atu3652	Atu3652
ATU_RS16950	Atu3654	Atu3654
ATU_RS16955	Atu3655	Atu3655
ATU_RS16960	Atu3656	Atu3656
ATU_RS16965	Atu3657	Atu3657
ATU_RS16970	Atu3658	Atu3658
ATU_RS16980	Atu3661	Atu3661
ATU_RS16985	Atu3662	Atu3662
ATU_RS16990	Atu3663	Atu3663
ATU_RS16995	Atu3664	ephA
ATU_RS17000	Atu3665	ditI
ATU_RS17005	Atu3666	Atu3666
ATU_RS17010	Atu3667	panD
ATU_RS17015	Atu3668	Atu3668
ATU_RS17020	Atu3669	Atu3669
ATU_RS17025	Atu3670	Atu3670
ATU_RS17030	Atu3671	Atu3671
ATU_RS17035	Atu3672	Atu3672
ATU_RS17040	Atu3673	Atu3673
ATU_RS17045	Atu3675	Atu3675
ATU_RS17050	Atu3676	Atu3676
ATU_RS17055	Atu3677	Atu3677
ATU_RS17060	Atu3678	Atu3678
ATU_RS17065	Atu3679	Atu3679
ATU_RS17070	Atu3680	Atu3680
ATU_RS17075	Atu3681	Atu3681
ATU_RS17080	Atu3682	Atu3682
ATU_RS17085	Atu3683	Atu3683
ATU_RS17090	Atu3684	Atu3684
ATU_RS17095	Atu3685	Atu3685
ATU_RS17100	Atu3686	Atu3686
ATU_RS17105	Atu3687	Atu3687
ATU_RS17110	Atu3688	fecB
ATU_RS17115	Atu3689	fecC
ATU_RS17120	Atu3690	fecD
ATU_RS17125	Atu3691	fecE
ATU_RS17130	Atu3692	Atu3692
ATU_RS17135	Atu3693	fecR
ATU_RS17140	Atu3694	pbpC
ATU_RS17145	Atu3695	Atu3695
ATU_RS17150	Atu3696	Atu3696
ATU_RS17155	Atu3697	lonD
ATU_RS17160	Atu3698	Atu3698
ATU_RS17165	Atu3699	Atu3699
ATU_RS17170	Atu3700	Atu3700
ATU_RS17175	Atu3701	Atu3701
ATU_RS17180	Atu3702	Atu3702
ATU_RS17185	Atu3703	trmU
ATU_RS17190	Atu3704	Atu3704
ATU_RS17200	Atu3706	serA
ATU_RS17205	Atu3707	serC
ATU_RS17210	Atu3708	Atu3708
ATU_RS17215	Atu3709	mrsA
ATU_RS17220	Atu3710	ftsH
ATU_RS17225	Atu3711	mesJ
ATU_RS17230	Atu3712	Atu3712
ATU_RS17235	Atu3713	palA
ATU_RS17240	Atu3714	tolB
ATU_RS17245	Atu3715	tolA
ATU_RS17250	Atu3716	tolR
ATU_RS17255	Atu3717	tolQ
ATU_RS17260	Atu3718	Atu3718
ATU_RS17270	Atu3719	mutT
ATU_RS17275	Atu3720	Atu3720
ATU_RS17280	Atu3721	Atu3721
ATU_RS17285	Atu3722	ruvB
ATU_RS17290	Atu3723	ruvA
ATU_RS17295	Atu3724	ruvC
ATU_RS17300	Atu3725	Atu3725
ATU_RS17305	Atu3726	Atu3726
ATU_RS17310	Atu3727	Atu3727
ATU_RS17315	Atu3728	Atu3728
ATU_RS17320	Atu3729	Atu3729
ATU_RS17325	Atu3730	Atu3730
ATU_RS17330	Atu3731	Atu3731
ATU_RS17335	Atu3732	Atu3732
ATU_RS17340	Atu8108	6S
ATU_RS17345	Atu8191	Atu8191
ATU_RS17350	Atu8192	Atu8192
ATU_RS17355	Atu3736	tktA
ATU_RS17360	Atu3737	gapA
ATU_RS17365	Atu3738	Atu3738
ATU_RS17370	Atu3739	pgk
ATU_RS17375	Atu3740	Atu3740
ATU_RS17380	Atu3741	Atu3741
ATU_RS17390	Atu3742	Atu3742
ATU_RS17395	Atu3743	rpmE
ATU_RS17400	Atu3744	Atu3744
ATU_RS17405	Atu3745	Atu3745
ATU_RS17410	Atu3746	motB
ATU_RS17415	Atu3747	Atu3747
ATU_RS17420	Atu3748	suhB
ATU_RS17425	Atu3749	enhC
ATU_RS17430	Atu3750	thiE
ATU_RS17435	Atu3751	Atu3751
ATU_RS17440	Atu3752	Atu3752
ATU_RS17445	Atu3753	Atu3753
ATU_RS17450	Atu3754	purE
ATU_RS17455	Atu3755	purK
ATU_RS17460	Atu8067	rpmJ
ATU_RS17465	Atu3757	Atu3757
ATU_RS17470	Atu3758	Atu3758
ATU_RS17475	Atu3759	Atu3759
ATU_RS17480	Atu3760	Atu3760
ATU_RS17485	Atu3761	Atu3761
ATU_RS17490	Atu3762	pykA
ATU_RS17495	Atu3763	Atu3763
ATU_RS17500	Atu3764	Atu3764
ATU_RS17505	Atu3765	pepF
ATU_RS17510	Atu3766	Atu3766
ATU_RS17515	Atu3767	Atu3767
ATU_RS17520	Atu3768	Atu3768
ATU_RS17525	Atu3769	Atu3769
ATU_RS17530	Atu3770	Atu3770
ATU_RS17535	Atu3771	hemH
ATU_RS17540	Atu3772	Atu3772
ATU_RS17545	Atu3773	Atu3773
ATU_RS17550	Atu3774	kpsF
ATU_RS17555	Atu3775	Atu3775
ATU_RS17560	Atu3776	Atu3776
ATU_RS17565	Atu3777	Atu3777
ATU_RS17570	Atu3778	galU
ATU_RS17575	Atu3779	mltB
ATU_RS17580	Atu3780	Atu3780
ATU_RS17585	Atu3781	Atu3781
ATU_RS17590	Atu3782	Atu3782
ATU_RS17595	Atu3783	gltD
ATU_RS17605	Atu3784	gltB
ATU_RS17610	Atu3785	ald
ATU_RS17615	Atu3786	kdpE
ATU_RS17620	Atu3787	kdpD
ATU_RS17625	Atu3788	kdpC
ATU_RS17630	Atu3789	kdpB
ATU_RS17635	Atu3790	kdpA
ATU_RS17645	Atu3791	ansA
ATU_RS17650	Atu3792	ansP
ATU_RS17655	Atu3793	aspA
ATU_RS17660	Atu3794	Atu3794
ATU_RS17665	Atu3795	Atu3795
ATU_RS17670	Atu3796	Atu3796
ATU_RS17675	Atu3797	Atu3797
ATU_RS17680	Atu3798	Atu3798
ATU_RS17685	Atu3799	hutC
ATU_RS17695	Atu3800	proX
ATU_RS17700	Atu3801	proW
ATU_RS17705	Atu3802	proV
ATU_RS17710	Atu3803	hutH
ATU_RS17715	Atu3804	Atu3804
ATU_RS17720	Atu3805	myg1
ATU_RS17725	Atu3806	mdeA
ATU_RS17730	Atu3807	lrp
ATU_RS17735	Atu3808	Atu3808
ATU_RS17740	Atu3809	Atu3809
ATU_RS17745	Atu3810	Atu3810
ATU_RS17750	Atu3811	Atu3811
ATU_RS17755	Atu3812	Atu3812
ATU_RS17760	Atu3813	fabG
ATU_RS17765	Atu3814	Atu3814
ATU_RS17770	Atu3815	Atu3815
ATU_RS17775	Atu3816	fdh
ATU_RS17780	Atu3817	Atu3817
